,index,price,year,manufacturer,model,nummodel,cylinders,numcylinders,odometer,title_status,numtitle_status,transmission,numtransmission,drive,numdrive,size,numsize,type,numtype,paint_color,numpaint_color,state,numstate
189,189,12500,2014,toyota,prius v five,1649,4 cylinders,0,94000.0,lien,1,automatic,0,fwd,1,compact,0,wagon,8,silver,9,al,1
190,190,13454,2012,honda,cr-v,480,4 cylinders,0,27326.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,silver,9,al,1
191,191,15988,2013,toyota,highlander,1350,6 cylinders,1,138733.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,white,10,al,1
192,192,14800,2014,honda,odyssey ex-l,1549,6 cylinders,1,115000.0,lien,1,automatic,0,fwd,1,full-size,1,mini-van,4,white,10,al,1
193,193,7999,2007,toyota,4runner sr5 premium,52,6 cylinders,1,202000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,silver,9,al,1
194,194,5150,2008,toyota,sienna,1772,6 cylinders,1,108000.0,clean,0,automatic,0,rwd,2,full-size,1,mini-van,4,silver,9,al,1
195,195,6500,2005,chevrolet,silverado 2500hd,1823,8 cylinders,2,97000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,al,1
196,196,10995,2016,toyota,corolla,433,4 cylinders,0,82631.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,al,1
197,197,5299,2012,ford,fusion se,1312,4 cylinders,0,148500.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,al,1
198,198,4999,2008,honda,pilot,1567,4 cylinders,0,195500.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,white,10,al,1
199,199,3999,2001,ford,f-150,951,8 cylinders,2,234500.0,clean,0,automatic,0,rwd,2,mid-size,2,SUV,0,white,10,al,1
200,200,5199,2005,honda,element,730,4 cylinders,0,230500.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,blue,1,al,1
201,201,5400,2012,chevrolet,cruze,542,4 cylinders,0,1000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,al,1
202,202,6988,2005,toyota,4runner,36,8 cylinders,2,236000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,al,1
203,203,9950,2011,ford,f-150 xl 4x4,988,6 cylinders,1,136341.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,al,1
204,204,13950,2013,chevrolet,suburban ltz,1919,8 cylinders,2,212134.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,white,10,al,1
205,205,7950,2012,toyota,prius v hatchback,1650,4 cylinders,0,156553.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,silver,9,al,1
206,206,11950,2009,chevrolet,1500 avalanche ltz 4x4,5,8 cylinders,2,179935.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,al,1
207,207,8950,2011,honda,odyssey ex-l,1549,6 cylinders,1,164406.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,grey,5,al,1
208,208,8950,2013,chevrolet,cruze lt,559,4 cylinders,0,128760.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,al,1
209,209,29900,2017,ford,expedition platinum 4x4 gas,859,6 cylinders,1,72849.0,rebuilt,4,automatic,0,4wd,0,full-size,1,SUV,0,white,10,al,1
210,210,8950,2011,honda,odyssey ex-l,1549,6 cylinders,1,164406.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,grey,5,al,1
211,211,11950,2009,chevrolet,1500 avalanche ltz 4x4,5,8 cylinders,2,179935.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,al,1
212,212,7950,2012,toyota,prius v hatchback,1650,4 cylinders,0,156553.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,silver,9,al,1
213,213,13950,2013,chevrolet,suburban ltz,1919,8 cylinders,2,212134.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,white,10,al,1
214,214,9950,2011,ford,f-150 xl 4x4,988,6 cylinders,1,136341.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,al,1
215,215,4999,2002,toyota,camry,262,4 cylinders,0,152212.0,clean,0,manual,1,fwd,1,mid-size,2,sedan,6,silver,9,al,1
216,216,8950,2011,honda,odyssey ex-l,1549,6 cylinders,1,164406.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,grey,5,al,1
217,217,9950,2011,ford,f-150 xl 4x4,988,6 cylinders,1,136341.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,al,1
218,218,3850,2010,toyota,scion,1747,4 cylinders,0,168000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,white,10,al,1
219,219,13950,2013,chevrolet,suburban ltz,1919,8 cylinders,2,212134.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,white,10,al,1
220,220,7950,2012,toyota,prius v hatchback,1650,4 cylinders,0,156553.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,silver,9,al,1
221,221,11950,2009,chevrolet,1500 avalanche ltz 4x4,5,8 cylinders,2,179935.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,al,1
222,222,2600,2002,honda,odyssey,1540,6 cylinders,1,202000.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,brown,2,al,1
223,223,8500,2010,ford,expedition,833,8 cylinders,2,187000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,white,10,al,1
224,224,7950,2012,toyota,prius v hatchback,1650,4 cylinders,0,156553.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,silver,9,al,1
225,225,7950,2008,toyota,highlander v-6,1381,6 cylinders,1,201920.0,clean,0,automatic,0,rwd,2,mid-size,2,SUV,0,black,0,al,1
226,226,11950,2009,chevrolet,1500 avalanche ltz 4x4,5,8 cylinders,2,179935.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,al,1
227,227,5950,2012,ford,escape xlt,813,4 cylinders,0,182705.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,black,0,al,1
228,228,28000,2015,ford,f-150,951,8 cylinders,2,88350.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,al,1
229,229,3500,2005,honda,accord,63,6 cylinders,1,140600.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,al,1
230,230,9650,2012,toyota,avalon limited,187,6 cylinders,1,157400.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,green,4,al,1
231,231,29000,2010,ford,f-350,1022,8 cylinders,2,98000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,ak,0
232,232,13400,2012,honda,odyssey,1540,6 cylinders,1,76888.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,silver,9,ak,0
233,233,9950,2011,chevrolet,traverse,2127,6 cylinders,1,141988.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,ak,0
234,234,11950,2012,toyota,camry,262,4 cylinders,0,82282.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,ak,0
235,235,13950,2011,toyota,rav4,1684,4 cylinders,0,48967.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,brown,2,ak,0
236,236,19950,2017,toyota,prius,1604,4 cylinders,0,49775.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,silver,9,ak,0
237,237,17950,2014,ford,mustang,1497,6 cylinders,1,25865.0,clean,0,automatic,0,rwd,2,mid-size,2,convertible,1,red,8,ak,0
238,238,8950,2011,chevrolet,equinox,744,4 cylinders,0,116879.0,clean,0,automatic,0,fwd,1,compact,0,SUV,0,white,10,ak,0
239,239,11800,2006,toyota,rav4,1684,4 cylinders,0,92123.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,custom,3,ak,0
240,240,9995,2011,ford,fiesta,1183,4 cylinders,0,53129.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,ak,0
241,241,4900,2001,ford,escape xlt,813,6 cylinders,1,187430.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,ak,0
242,242,24950,2004,chevrolet,silverado ss,1861,8 cylinders,2,64000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,ak,0
243,243,4900,2001,ford,escape xlt,813,6 cylinders,1,187430.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,ak,0
244,244,11950,2012,toyota,rav4 limited,1704,4 cylinders,0,101627.0,rebuilt,4,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,ak,0
245,245,23999,2018,toyota,rav4,1684,4 cylinders,0,12500.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,blue,1,ak,0
246,246,4900,2001,ford,escape xlt,813,6 cylinders,1,187430.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,ak,0
247,247,6000,2008,ford,escape,768,6 cylinders,1,81100.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,red,8,ak,0
248,248,20499,2014,honda,crv ex-l,578,4 cylinders,0,65000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,ak,0
249,249,11950,2012,toyota,rav4 limited,1704,4 cylinders,0,101627.0,rebuilt,4,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,ak,0
250,250,19500,2019,chevrolet,impala lt,1415,6 cylinders,1,30152.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,ak,0
251,251,22995,2016,chevrolet,malibu lt,1461,4 cylinders,0,14822.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,ak,0
252,252,17995,2015,chevrolet,impala lt v6,1420,6 cylinders,1,75369.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,ak,0
253,253,24995,2017,honda,accord ex-l,96,6 cylinders,1,45318.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,silver,9,ak,0
254,254,17995,2014,toyota,camry se,281,4 cylinders,0,35563.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,ak,0
255,255,5500,2007,chevrolet,impala,1403,6 cylinders,1,163000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,ak,0
256,256,18999,2018,chevrolet,cruze premier rs,568,4 cylinders,0,18500.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,red,8,ak,0
257,257,24900,2013,honda,odyssey ex,1544,6 cylinders,1,76794.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,black,0,ak,0
258,258,10999,2003,toyota,4 runner sr5,34,6 cylinders,1,291341.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,ak,0
259,259,29999,2016,ford,transit xlt,2122,6 cylinders,1,40717.0,clean,0,automatic,0,rwd,2,full-size,1,mini-van,4,white,10,ak,0
260,260,25999,2017,ford,mustang premium,1524,4 cylinders,0,66022.0,clean,0,automatic,0,rwd,2,full-size,1,convertible,1,red,8,ak,0
261,261,15999,2015,chevrolet,equinox ls,754,4 cylinders,0,54484.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,ak,0
262,262,12400,2015,toyota,corolla,433,4 cylinders,0,48767.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,ak,0
263,263,19500,2019,chevrolet,impala lt,1415,6 cylinders,1,30152.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,ak,0
264,264,5950,2009,ford,focus se,1246,4 cylinders,0,108679.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,white,10,ak,0
265,265,19950,2017,chevrolet,equinox,744,6 cylinders,1,70846.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,silver,9,ak,0
266,266,9500,2015,toyota,corolla,433,4 cylinders,0,55000.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,SUV,0,black,0,ak,0
267,267,24999,2017,toyota,rav 4 le,1674,4 cylinders,0,47242.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,white,10,ak,0
268,268,25999,2017,toyota,rav 4 le,1674,4 cylinders,0,46699.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,white,10,ak,0
269,269,29999,2016,ford,transit xlt,2122,6 cylinders,1,40717.0,clean,0,automatic,0,rwd,2,full-size,1,mini-van,4,white,10,ak,0
270,270,13000,2011,honda,civic si sedan,391,4 cylinders,0,80000.0,clean,0,manual,1,fwd,1,compact,0,sedan,6,red,8,ak,0
271,271,11500,2013,ford,escape,768,4 cylinders,0,133208.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,ak,0
272,272,19900,2016,ford,edge sel awd,715,4 cylinders,0,23510.0,lien,1,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,ak,0
273,273,19900,2016,toyota,rav4 hybrid xle,1699,4 cylinders,0,68469.0,rebuilt,4,automatic,0,4wd,0,full-size,1,SUV,0,black,0,ak,0
274,274,16900,2018,toyota,corolla le,443,4 cylinders,0,15285.0,clean,0,automatic,0,4wd,0,mid-size,2,sedan,6,red,8,ak,0
275,275,29900,2015,ford,f-150 lariat,964,8 cylinders,2,114271.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,ak,0
276,276,16900,2017,ford,escape se 4x4,789,4 cylinders,0,73800.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,brown,2,ak,0
277,277,9850,2008,honda,cr-v,480,4 cylinders,0,142000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,ak,0
278,278,5700,2006,honda,odyssey,1540,6 cylinders,1,188279.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,white,10,ak,0
279,279,11999,2008,ford,escape limited,778,6 cylinders,1,101550.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,red,8,ak,0
280,280,11000,2017,ford,fiesta se,1186,4 cylinders,0,53000.0,clean,0,automatic,0,fwd,1,sub-compact,3,hatchback,3,grey,5,ak,0
281,281,10999,2003,toyota,4 runner sr5,34,6 cylinders,1,291341.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,ak,0
282,282,25999,2017,ford,mustang premium,1524,4 cylinders,0,66022.0,clean,0,automatic,0,rwd,2,full-size,1,convertible,1,red,8,ak,0
283,283,24995,2017,honda,accord ex-l,96,6 cylinders,1,45318.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,silver,9,ak,0
284,284,22995,2016,chevrolet,malibu lt,1461,4 cylinders,0,14822.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,ak,0
285,285,8900,2011,ford,edge,700,6 cylinders,1,214000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,ak,0
286,286,18000,2001,ford,mustang svt cobra,1527,8 cylinders,2,94000.0,clean,0,manual,1,rwd,2,compact,0,convertible,1,white,10,ak,0
287,287,8500,2014,chevrolet,spark 1lt,1887,4 cylinders,0,56000.0,clean,0,automatic,0,fwd,1,compact,0,convertible,1,yellow,11,ak,0
288,288,12900,2013,ford,escape,768,4 cylinders,0,86232.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,ak,0
289,289,8950,2012,ford,flex,1226,6 cylinders,1,157614.0,clean,0,automatic,0,fwd,1,mid-size,2,wagon,8,brown,2,ak,0
290,290,17199,2017,honda,civic lx,372,6 cylinders,1,26800.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,white,10,ak,0
291,291,3500,2009,ford,focus,1237,4 cylinders,0,181600.0,clean,0,manual,1,fwd,1,sub-compact,3,coupe,2,grey,5,ak,0
292,292,22500,2019,chevrolet,equinox ls awd,755,4 cylinders,0,24842.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,green,4,ak,0
293,293,15999,2015,chevrolet,equinox ls,754,4 cylinders,0,54484.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,ak,0
294,294,29500,2019,ford,edgetitanium awd,728,6 cylinders,1,17508.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,ak,0
295,295,18999,2018,chevrolet,cruze premier rs,568,4 cylinders,0,18500.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,red,8,ak,0
296,296,16499,2018,toyota,corolla le,443,4 cylinders,0,31108.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,ak,0
297,297,24995,2017,honda,accord ex-l,96,6 cylinders,1,45318.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,silver,9,ak,0
298,298,22995,2016,chevrolet,malibu lt,1461,4 cylinders,0,14822.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,ak,0
299,299,7900,2004,honda,pilot,1567,4 cylinders,0,135000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,orange,6,ak,0
300,300,29995,2015,ford,expedition xlt 4x4,863,8 cylinders,2,81254.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,ak,0
301,301,17995,2015,chevrolet,impala lt v6,1420,6 cylinders,1,75369.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,ak,0
302,302,18995,2014,ford,flex se,1230,6 cylinders,1,68525.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,silver,9,ak,0
303,303,17995,2014,toyota,camry se 4dr sedan,284,4 cylinders,0,35563.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,ak,0
304,304,9995,2012,chevrolet,malibu,1446,4 cylinders,0,51703.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,brown,2,ak,0
305,305,17995,2015,chevrolet,impala lt v6,1420,6 cylinders,1,75369.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,ak,0
306,306,17995,2014,toyota,camry se 4dr sedan,284,4 cylinders,0,35563.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,ak,0
307,307,9995,2012,chevrolet,malibu,1446,4 cylinders,0,51703.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,brown,2,ak,0
308,308,18995,2014,chevrolet,trailblazer ls,2065,6 cylinders,1,54157.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,ak,0
309,309,16850,2017,toyota,camry,262,4 cylinders,0,47500.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,ak,0
310,310,25999,2017,toyota,rav 4 le,1674,4 cylinders,0,46699.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,white,10,ak,0
311,311,19499,2017,ford,fusion titanium,1332,4 cylinders,0,46686.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,grey,5,ak,0
312,312,8500,2013,honda,fit,1196,4 cylinders,0,39999.0,rebuilt,4,automatic,0,fwd,1,compact,0,wagon,8,silver,9,ak,0
313,313,8950,2012,ford,flex,1226,6 cylinders,1,157614.0,clean,0,automatic,0,fwd,1,mid-size,2,wagon,8,brown,2,ak,0
314,314,6700,2006,toyota,sienna xle limited awd,1794,6 cylinders,1,180000.0,rebuilt,4,automatic,0,4wd,0,full-size,1,mini-van,4,silver,9,ak,0
315,315,9500,2009,toyota,venza awd,2193,4 cylinders,0,120000.0,rebuilt,4,automatic,0,4wd,0,full-size,1,SUV,0,brown,2,ak,0
316,316,9999,2012,chevrolet,cruze ltz,566,4 cylinders,0,54693.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,red,8,ak,0
317,317,15999,2015,chevrolet,equinox ls,754,4 cylinders,0,54484.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,ak,0
318,318,24999,2017,toyota,rav 4 le,1674,4 cylinders,0,47242.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,white,10,ak,0
319,319,29995,2015,ford,expedition xlt 4x4,863,8 cylinders,2,81254.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,ak,0
320,320,22995,2016,chevrolet,malibu lt,1461,4 cylinders,0,14822.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,ak,0
321,321,24995,2017,honda,accord ex-l,96,6 cylinders,1,45318.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,silver,9,ak,0
322,322,17500,2010,ford,f-150 xlt,991,8 cylinders,2,101500.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,ak,0
323,323,15999,2015,chevrolet,equinox ls,754,4 cylinders,0,54484.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,ak,0
324,324,22500,2019,chevrolet,equinox ls awd,755,4 cylinders,0,24842.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,green,4,ak,0
325,325,9100,2011,toyota,camry,262,4 cylinders,0,109000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,ak,0
326,326,9900,2012,honda,civic lx,372,4 cylinders,0,68625.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,blue,1,ak,0
327,327,2700,2002,chevrolet,trailblazer,2059,6 cylinders,1,191000.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,ak,0
328,328,8000,2005,ford,expedition,833,8 cylinders,2,155000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,ak,0
329,329,3500,2011,toyota,camry le,276,4 cylinders,0,150000.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,silver,9,ak,0
330,330,18995,2014,ford,flex se,1230,6 cylinders,1,68525.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,ak,0
331,331,13900,2013,toyota,rav4 le,1701,4 cylinders,0,92965.0,lien,1,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,ak,0
332,332,8950,2012,ford,flex,1226,6 cylinders,1,157614.0,clean,0,automatic,0,fwd,1,mid-size,2,wagon,8,brown,2,ak,0
333,333,24999,2017,toyota,rav 4 le,1674,4 cylinders,0,47242.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,white,10,ak,0
334,334,13000,2018,chevrolet,cruze ls sedan 4d,558,4 cylinders,0,5100.0,salvage,5,automatic,0,fwd,1,compact,0,sedan,6,silver,9,ak,0
335,335,18999,2018,chevrolet,cruze premier rs,568,4 cylinders,0,18500.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,red,8,ak,0
336,336,8950,2010,toyota,prius,1604,4 cylinders,0,157311.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,red,8,ak,0
337,337,15950,2013,chevrolet,traverse,2127,6 cylinders,1,92142.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,grey,5,ak,0
338,338,8250,2008,chevrolet,trailblazer ls,2065,6 cylinders,1,53000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,grey,5,ak,0
339,339,9000,2009,ford,expedition,833,8 cylinders,2,144000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,ak,0
340,340,21999,2018,ford,fusion titanium,1332,8 cylinders,2,25000.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,white,10,ak,0
341,341,15999,2015,chevrolet,equinox ls,754,4 cylinders,0,54484.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,ak,0
342,342,11000,2016,honda,civic,342,4 cylinders,0,28000.0,rebuilt,4,automatic,0,fwd,1,compact,0,hatchback,3,white,10,ak,0
343,343,29995,2015,ford,expedition xlt 4x4,863,8 cylinders,2,81254.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,ak,0
344,344,25999,2017,toyota,rav 4 le,1674,4 cylinders,0,46699.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,white,10,ak,0
345,345,24950,2004,chevrolet,silverado ss,1861,8 cylinders,2,64000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,ak,0
346,346,9999,2012,chevrolet,cruze ltz,566,4 cylinders,0,54693.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,red,8,ak,0
347,347,13950,2016,toyota,prius,1604,4 cylinders,0,71126.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,black,0,ak,0
348,348,11000,2017,ford,fiesta se,1186,4 cylinders,0,53000.0,clean,0,automatic,0,fwd,1,sub-compact,3,hatchback,3,grey,5,ak,0
349,349,19200,2017,chevrolet,equinox awd,751,4 cylinders,0,47600.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,ak,0
350,350,22995,2016,chevrolet,malibu lt,1461,4 cylinders,0,14822.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,ak,0
351,351,24995,2017,honda,accord ex-l,96,6 cylinders,1,45318.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,silver,9,ak,0
352,352,24900,2013,honda,odyssey ex,1544,6 cylinders,1,76794.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,black,0,ak,0
353,353,14500,2004,ford,f-350,1022,8 cylinders,2,175000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,ak,0
354,354,21499,2015,toyota,sienna,1772,6 cylinders,1,68000.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,blue,1,ak,0
355,355,16499,2018,toyota,corolla le,443,4 cylinders,0,31108.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,ak,0
356,356,8999,2012,toyota,yaris le,2225,4 cylinders,0,79593.0,clean,0,automatic,0,fwd,1,sub-compact,3,hatchback,3,silver,9,ak,0
357,357,8950,2012,ford,flex,1226,6 cylinders,1,157614.0,clean,0,automatic,0,fwd,1,mid-size,2,wagon,8,brown,2,ak,0
358,358,19499,2017,ford,fusion titanium,1332,4 cylinders,0,46686.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,grey,5,ak,0
359,359,14999,2014,ford,taurus limited awd,2025,6 cylinders,1,57908.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,blue,1,ak,0
360,360,23999,2013,chevrolet,tahoe ltz,2006,8 cylinders,2,95000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,ak,0
361,361,21900,2009,chevrolet,express cargo van,934,8 cylinders,2,100851.0,clean,0,other,2,rwd,2,full-size,1,van,7,black,0,ak,0
362,362,23900,2005,chevrolet,corvette,468,8 cylinders,2,43242.0,clean,0,manual,1,rwd,2,mid-size,2,convertible,1,black,0,ak,0
363,363,6200,2009,honda,accord ex-l,96,4 cylinders,0,107000.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,sedan,6,purple,7,ak,0
364,364,26999,2013,ford,e 350,603,8 cylinders,2,12849.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,ak,0
365,365,22500,2019,chevrolet,equinox ls awd,755,4 cylinders,0,24842.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,green,4,ak,0
366,366,1100,2005,chevrolet,trailblazer,2059,4 cylinders,0,180000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,ak,0
367,367,9995,2012,chevrolet,malibu,1446,4 cylinders,0,51703.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,brown,2,ak,0
368,368,14200,2012,toyota,rav4,1684,4 cylinders,0,71000.0,lien,1,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,ak,0
369,369,14000,2014,toyota,venza le,2196,4 cylinders,0,103589.0,lien,1,automatic,0,4wd,0,full-size,1,SUV,0,black,0,ak,0
