,index,price,year,manufacturer,model,nummodel,cylinders,numcylinders,odometer,title_status,numtitle_status,transmission,numtransmission,drive,numdrive,size,numsize,type,numtype,paint_color,numpaint_color,state,numstate
23716,23716,5850,2006,toyota,solara,1867,6 cylinders,1,135000.0,clean,0,automatic,0,fwd,1,mid-size,2,convertible,1,blue,1,va,45
23717,23717,6500,2003,toyota,rav4,1684,4 cylinders,0,68000.0,clean,0,automatic,0,fwd,1,compact,0,SUV,0,silver,9,va,45
23718,23718,3450,2008,chevrolet,uplander,2182,6 cylinders,1,181642.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,white,10,va,45
23719,23719,12700,2010,chevrolet,camaro,236,6 cylinders,1,78901.0,clean,0,automatic,0,rwd,2,full-size,1,coupe,2,red,8,va,45
23720,23720,1700,2005,honda,civic,342,4 cylinders,0,200000.0,clean,0,automatic,0,rwd,2,mid-size,2,sedan,6,white,10,va,45
23721,23721,5500,2008,honda,accord,63,4 cylinders,0,178065.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,va,45
23722,23722,18500,2017,chevrolet,equinox,744,4 cylinders,0,33300.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,black,0,va,45
23723,23723,2500,2001,ford,taurus,2017,6 cylinders,1,129000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23724,23724,8995,2014,ford,escape,768,6 cylinders,1,137105.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,va,45
23725,23725,5500,2008,ford,edge sel,713,6 cylinders,1,168118.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23726,23726,6900,2008,toyota,avalon xl,192,6 cylinders,1,120000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,va,45
23727,23727,2500,2006,toyota,sequoia,1758,8 cylinders,2,250000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,white,10,va,45
23728,23728,17366,2015,chevrolet,city express lt cargo,339,4 cylinders,0,25445.0,clean,0,automatic,0,fwd,1,sub-compact,3,mini-van,4,black,0,va,45
23729,23729,3000,2009,ford,focus,1237,4 cylinders,0,203987.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,red,8,va,45
23730,23730,3450,2006,chevrolet,cobalt,406,4 cylinders,0,156689.0,clean,0,automatic,0,fwd,1,compact,0,coupe,2,black,0,va,45
23731,23731,14983,2012,toyota,highlander limited awd,1368,6 cylinders,1,141090.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,yellow,11,va,45
23732,23732,13780,2014,honda,pilot ex-l,1579,6 cylinders,1,144510.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,blue,1,va,45
23733,23733,2595,2003,ford,f-150,951,8 cylinders,2,149055.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,va,45
23734,23734,1500,2002,ford,taurus,2017,6 cylinders,1,150000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,va,45
23735,23735,9000,2012,chevrolet,malibu,1446,4 cylinders,0,76375.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,brown,2,va,45
23736,23736,18980,2018,toyota,rav4,1684,4 cylinders,0,56691.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,white,10,va,45
23737,23737,4395,2008,honda,civic hybrid,370,4 cylinders,0,199250.0,clean,0,automatic,0,rwd,2,compact,0,sedan,6,white,10,va,45
23738,23738,20000,2017,honda,civic hatchback,368,4 cylinders,0,52000.0,clean,0,manual,1,fwd,1,mid-size,2,hatchback,3,black,0,va,45
23739,23739,13500,2018,ford,escape,768,4 cylinders,0,29500.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,black,0,va,45
23740,23740,9450,2008,toyota,tacoma,1947,4 cylinders,0,95000.0,clean,0,automatic,0,rwd,2,mid-size,2,pickup,5,red,8,va,45
23741,23741,3450,2008,chevrolet,uplander,2182,6 cylinders,1,181642.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,white,10,va,45
23742,23742,7000,2008,ford,edge,700,6 cylinders,1,110000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,va,45
23743,23743,5950,2011,ford,edge,700,6 cylinders,1,152000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,brown,2,va,45
23744,23744,2600,2006,honda,civic,342,6 cylinders,1,235000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,black,0,va,45
23745,23745,1000,2011,ford,focus,1237,4 cylinders,0,250000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,red,8,va,45
23746,23746,4500,2004,ford,expedition eddie bauer,836,8 cylinders,2,190000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,black,0,va,45
23747,23747,15500,2016,honda,civic,342,4 cylinders,0,47000.0,lien,1,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,va,45
23748,23748,11995,2013,toyota,rav4,1684,4 cylinders,0,151110.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,va,45
23749,23749,5500,2008,ford,edge sel,713,6 cylinders,1,168118.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23750,23750,7995,2011,honda,cr-v,480,4 cylinders,0,157296.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,va,45
23751,23751,2999,2010,chevrolet,malibu lt,1461,4 cylinders,0,200000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,va,45
23752,23752,1795,2002,honda,accord,63,4 cylinders,0,137055.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23753,23753,29655,2019,ford,transit 150 cargo van,2080,6 cylinders,1,40481.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23754,23754,12500,2014,honda,civic,342,6 cylinders,1,90108.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,va,45
23755,23755,4900,2008,chevrolet,impala,1403,6 cylinders,1,78392.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,va,45
23756,23756,23466,2015,ford,transit 150 xlt,2081,6 cylinders,1,83309.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23757,23757,3450,2006,chevrolet,cobalt,406,4 cylinders,0,156689.0,clean,0,automatic,0,fwd,1,compact,0,coupe,2,black,0,va,45
23758,23758,15900,2019,ford,fusion se,1312,4 cylinders,0,25147.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,blue,1,va,45
23759,23759,4500,2004,ford,f-150,951,6 cylinders,1,184000.0,clean,0,automatic,0,fwd,1,full-size,1,pickup,5,white,10,va,45
23760,23760,5500,2001,ford,f-150,951,6 cylinders,1,281000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,va,45
23761,23761,4000,2005,honda,odyssey,1540,6 cylinders,1,192000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,grey,5,va,45
23762,23762,7500,2004,chevrolet,suburban,1897,8 cylinders,2,136000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,green,4,va,45
23763,23763,25900,2004,ford,thunderbird convertible,2047,8 cylinders,2,17750.0,clean,0,automatic,0,rwd,2,full-size,1,convertible,1,silver,9,va,45
23764,23764,27933,2018,chevrolet,express 2500 cargo van,917,8 cylinders,2,28670.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23765,23765,8450,2005,toyota,tundra sr5,2175,8 cylinders,2,197000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,silver,9,va,45
23766,23766,7995,2007,ford,escape,768,4 cylinders,0,89569.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,grey,5,va,45
23767,23767,6000,2005,ford,explorer xlt,899,6 cylinders,1,179756.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,blue,1,va,45
23768,23768,3500,2009,honda,accord lx,117,4 cylinders,0,296000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,va,45
23769,23769,3450,2008,chevrolet,uplander,2182,6 cylinders,1,181642.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,white,10,va,45
23770,23770,8995,2013,ford,e250 econoline,646,8 cylinders,2,250000.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23771,23771,6200,2013,chevrolet,malibu,1446,8 cylinders,2,152000.0,clean,0,manual,1,rwd,2,full-size,1,sedan,6,white,10,va,45
23772,23772,4795,2001,chevrolet,silverado,1797,8 cylinders,2,141005.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,black,0,va,45
23773,23773,2100,2005,ford,taurus se,2029,6 cylinders,1,210719.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,red,8,va,45
23774,23774,17500,2018,ford,escape se,787,6 cylinders,1,36405.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,va,45
23775,23775,3450,2006,chevrolet,cobalt,406,4 cylinders,0,156689.0,clean,0,automatic,0,fwd,1,compact,0,coupe,2,black,0,va,45
23776,23776,3900,2010,toyota,corolla,433,4 cylinders,0,224500.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,va,45
23777,23777,9500,2007,honda,element ex awd,737,4 cylinders,0,98769.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,red,8,va,45
23778,23778,12250,2013,ford,explorer xlt,899,6 cylinders,1,154915.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,green,4,va,45
23779,23779,7995,2011,honda,cr-v,480,4 cylinders,0,157296.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,va,45
23780,23780,21900,2016,honda,pilot,1567,6 cylinders,1,62786.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,white,10,va,45
23781,23781,5950,2011,ford,edge,700,6 cylinders,1,152000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,brown,2,va,45
23782,23782,12500,2016,toyota,corolla,433,4 cylinders,0,70361.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,va,45
23783,23783,12000,2010,ford,edge se,711,6 cylinders,1,50792.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,red,8,va,45
23784,23784,4500,2012,honda,fit,1196,4 cylinders,0,172369.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,va,45
23785,23785,3000,2002,chevrolet,suburban,1897,8 cylinders,2,245000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,va,45
23786,23786,2800,2007,honda,odyssey ex,1544,6 cylinders,1,226006.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,silver,9,va,45
23787,23787,3450,2008,chevrolet,uplander,2182,6 cylinders,1,181642.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,white,10,va,45
23788,23788,13480,2013,honda,crv ex-l awd,579,4 cylinders,0,100544.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,grey,5,va,45
23789,23789,3650,2004,toyota,solara,1867,4 cylinders,0,120974.0,clean,0,automatic,0,4wd,0,mid-size,2,coupe,2,white,10,va,45
23790,23790,11000,2013,toyota,corolla,433,4 cylinders,0,78000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,blue,1,va,45
23791,23791,13480,2013,honda,crv ex-l awd,579,4 cylinders,0,100544.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,grey,5,va,45
23792,23792,7995,2007,ford,escape,768,4 cylinders,0,89569.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,grey,5,va,45
23793,23793,12995,2009,chevrolet,express 2500,915,8 cylinders,2,97000.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23794,23794,1800,2004,toyota,sienna le,1777,6 cylinders,1,240000.0,clean,0,automatic,0,fwd,1,mid-size,2,pickup,5,white,10,va,45
23795,23795,4000,2005,honda,accord,63,4 cylinders,0,182000.0,clean,0,manual,1,fwd,1,mid-size,2,sedan,6,red,8,va,45
23796,23796,8500,2013,chevrolet,malibu hybrid,1454,4 cylinders,0,93000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,red,8,va,45
23797,23797,4600,2002,toyota,rav4 awd,1692,4 cylinders,0,180100.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,silver,9,va,45
23798,23798,6200,2002,honda,accord lx,117,4 cylinders,0,43277.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,green,4,va,45
23799,23799,9995,2005,toyota,avalon limited,187,6 cylinders,1,100304.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,green,4,va,45
23800,23800,22000,2017,honda,accord,63,4 cylinders,0,39000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,va,45
23801,23801,4200,2006,honda,accord ex,82,6 cylinders,1,220241.0,clean,0,manual,1,fwd,1,full-size,1,sedan,6,grey,5,va,45
23802,23802,2500,2009,chevrolet,aveo lt,208,4 cylinders,0,65000.0,rebuilt,4,automatic,0,fwd,1,sub-compact,3,sedan,6,blue,1,va,45
23803,23803,8999,2006,ford,econoline e250,688,8 cylinders,2,124000.0,clean,0,automatic,0,fwd,1,compact,0,van,7,white,10,va,45
23804,23804,5990,2011,toyota,camry,262,6 cylinders,1,166000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,va,45
23805,23805,12850,2011,honda,cr-v,480,4 cylinders,0,86000.0,clean,0,automatic,0,fwd,1,compact,0,SUV,0,black,0,va,45
23806,23806,5899,2010,toyota,yaris hatchback,2222,4 cylinders,0,141000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,red,8,va,45
23807,23807,8900,2004,toyota,4runner,36,6 cylinders,1,200490.0,clean,0,automatic,0,rwd,2,mid-size,2,SUV,0,brown,2,va,45
23808,23808,3200,2003,toyota,camry,262,4 cylinders,0,229000.0,clean,0,automatic,0,fwd,1,compact,0,coupe,2,grey,5,va,45
23809,23809,3350,2005,chevrolet,trailblazer,2059,8 cylinders,2,239078.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,green,4,va,45
23810,23810,3200,2008,chevrolet,impala ls,1412,6 cylinders,1,225346.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,brown,2,va,45
23811,23811,7000,2011,chevrolet,tahoe,1986,6 cylinders,1,209600.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,va,45
23812,23812,3000,2007,chevrolet,silverado 1500,1798,6 cylinders,1,194530.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,silver,9,va,45
23813,23813,2300,2008,ford,focus s,1245,4 cylinders,0,164000.0,clean,0,manual,1,fwd,1,compact,0,coupe,2,black,0,va,45
23814,23814,2200,2007,ford,focus,1237,4 cylinders,0,185250.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,va,45
23815,23815,4500,2010,ford,focus,1237,4 cylinders,0,80360.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,red,8,va,45
23816,23816,6000,2011,honda,pilot,1567,6 cylinders,1,200000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,va,45
23817,23817,3800,2006,ford,escape hybrid,775,4 cylinders,0,169938.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,va,45
23818,23818,9500,2011,toyota,camry,262,4 cylinders,0,86000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,va,45
23819,23819,10975,2012,toyota,sienna,1772,6 cylinders,1,114000.0,rebuilt,4,automatic,0,fwd,1,compact,0,van,7,silver,9,va,45
23820,23820,3800,2006,honda,civic,342,4 cylinders,0,149000.0,clean,0,automatic,0,fwd,1,compact,0,coupe,2,blue,1,va,45
23821,23821,5900,2004,toyota,camry,262,4 cylinders,0,80000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,va,45
23822,23822,8500,2007,ford,crown victoria police,532,8 cylinders,2,124000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,blue,1,va,45
23823,23823,18495,2012,chevrolet,silverado 1500,1798,8 cylinders,2,95067.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,va,45
23824,23824,29995,2011,ford,f250,1118,8 cylinders,2,60705.0,clean,0,automatic,0,4wd,0,full-size,1,van,7,white,10,va,45
23825,23825,9995,2005,toyota,avalon limited,187,6 cylinders,1,100304.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,va,45
23826,23826,3045,2006,chevrolet,& altima,0,6 cylinders,1,110160.0,clean,0,automatic,0,4wd,0,full-size,1,mini-van,4,black,0,va,45
23827,23827,1500,2010,chevrolet,impala,1403,6 cylinders,1,200000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,va,45
23828,23828,1500,2007,chevrolet,impala,1403,6 cylinders,1,143000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,va,45
23829,23829,3500,2010,honda,odyssey,1540,6 cylinders,1,202700.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,yellow,11,va,45
23830,23830,7000,2011,ford,edge limited awd,708,6 cylinders,1,180500.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,red,8,va,45
23831,23831,10500,2013,honda,civic,342,4 cylinders,0,81209.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,va,45
23832,23832,26995,2017,ford,transit 150,2078,6 cylinders,1,115972.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23833,23833,17995,2007,ford,mustang gt,1513,8 cylinders,2,85733.0,clean,0,manual,1,rwd,2,full-size,1,coupe,2,red,8,va,45
23834,23834,3499,2004,honda,civic,342,4 cylinders,0,152695.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,red,8,va,45
23835,23835,6000,2013,ford,taurus sel,2032,6 cylinders,1,168461.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23836,23836,6999,2007,toyota,4runner sr5 sport utility,55,6 cylinders,1,150000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23837,23837,25500,2018,ford,f-150 xl,987,8 cylinders,2,12400.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,black,0,va,45
23838,23838,18950,2009,chevrolet,suburban,1897,8 cylinders,2,139000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23839,23839,4000,2010,ford,crown victoria,528,8 cylinders,2,130000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,black,0,va,45
23840,23840,17995,2015,ford,transit 250 cargo van,2083,6 cylinders,1,142242.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23841,23841,8995,2008,chevrolet,equinox,744,6 cylinders,1,87466.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,va,45
23842,23842,6999,2012,toyota,prius c hybrid,1612,4 cylinders,0,97432.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,white,10,va,45
23843,23843,8295,2013,toyota,prius,1604,4 cylinders,0,122350.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,white,10,va,45
23844,23844,7495,2010,toyota,prius,1604,4 cylinders,0,125750.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,grey,5,va,45
23845,23845,7995,2013,toyota,prius,1604,4 cylinders,0,138450.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,white,10,va,45
23846,23846,7995,2012,honda,civic,342,4 cylinders,0,105750.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23847,23847,5500,2005,honda,cr-v,480,4 cylinders,0,145689.0,clean,0,automatic,0,4wd,0,mid-size,2,sedan,6,blue,1,va,45
23848,23848,15500,2009,chevrolet,tahoe,1986,8 cylinders,2,144700.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23849,23849,5500,2012,ford,e-350,621,8 cylinders,2,279700.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23850,23850,9495,2002,toyota,celica gt,332,4 cylinders,0,104429.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,silver,9,va,45
23851,23851,3800,2006,ford,escape hybrid,775,4 cylinders,0,169938.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,va,45
23852,23852,15995,2012,ford,transit connect,2090,4 cylinders,0,50668.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,white,10,va,45
23853,23853,6500,2010,honda,odyssey,1540,4 cylinders,0,176000.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,blue,1,va,45
23854,23854,5990,2011,toyota,camry,262,6 cylinders,1,166000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,va,45
23855,23855,6000,2005,chevrolet,suburban,1897,8 cylinders,2,152000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23856,23856,2000,2003,toyota,camery,259,4 cylinders,0,232934.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,va,45
23857,23857,4400,2007,honda,odyssey ex,1544,6 cylinders,1,194959.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,silver,9,va,45
23858,23858,6500,2006,ford,explorer,870,6 cylinders,1,175000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,va,45
23859,23859,13995,2013,chevrolet,express 3500,921,8 cylinders,2,129000.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23860,23860,5000,2005,toyota,camry,262,4 cylinders,0,133100.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23861,23861,4300,2007,toyota,camry,262,4 cylinders,0,170000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,va,45
23862,23862,9300,2011,toyota,prius hybrid 2011,1623,4 cylinders,0,86800.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,grey,5,va,45
23863,23863,12095,2003,toyota,mr2 spyder,1495,4 cylinders,0,58000.0,clean,0,manual,1,rwd,2,compact,0,coupe,2,yellow,11,va,45
23864,23864,2800,2001,ford,escape xlt,813,6 cylinders,1,211427.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,yellow,11,va,45
23865,23865,3900,2010,toyota,camry le,276,4 cylinders,0,210000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23866,23866,8795,2013,toyota,prius,1604,4 cylinders,0,137950.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,black,0,va,45
23867,23867,7400,2011,ford,edge limited awd,708,6 cylinders,1,180500.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,red,8,va,45
23868,23868,6450,2011,toyota,camry,262,6 cylinders,1,166000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,va,45
23869,23869,3500,2004,honda,accord lx,117,4 cylinders,0,150000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,va,45
23870,23870,9500,2016,ford,taurus,2017,6 cylinders,1,168861.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,va,45
23871,23871,4200,2006,ford,escape hybrid,775,4 cylinders,0,169938.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,va,45
23872,23872,8550,2016,chevrolet,sinic,1865,4 cylinders,0,94000.0,clean,0,automatic,0,fwd,1,sub-compact,3,hatchback,3,white,10,va,45
23873,23873,2595,2003,ford,f-150,951,8 cylinders,2,149055.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,va,45
23874,23874,14470,2017,toyota,camry se,281,4 cylinders,0,65915.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,black,0,va,45
23875,23875,15470,2015,honda,cr-v ex,487,4 cylinders,0,89379.0,clean,0,automatic,0,fwd,1,compact,0,SUV,0,grey,5,va,45
23876,23876,10970,2013,honda,civic ex,354,4 cylinders,0,61395.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,black,0,va,45
23877,23877,11970,2013,ford,taurus police interceptor,2027,6 cylinders,1,42679.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,silver,9,va,45
23878,23878,8470,2016,ford,taurus police interceptor,2027,6 cylinders,1,102402.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,silver,9,va,45
23879,23879,8470,2015,ford,taurus police interceptor,2027,6 cylinders,1,96670.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,silver,9,va,45
23880,23880,6470,2016,ford,taurus police interceptor,2027,6 cylinders,1,155679.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,white,10,va,45
23881,23881,9970,2009,ford,f-150 xlt 4x4,992,8 cylinders,2,167546.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,va,45
23882,23882,4970,2008,ford,explorer xlt 4x4,901,6 cylinders,1,133458.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,va,45
23883,23883,7970,2011,ford,e-250 cargo van,615,8 cylinders,2,221341.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23884,23884,4970,2010,ford,crown victoria police inter,533,8 cylinders,2,153328.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,va,45
23885,23885,4970,2007,ford,crown victoria police,532,8 cylinders,2,137606.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,va,45
23886,23886,6970,2015,chevrolet,cruze,542,4 cylinders,0,110701.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,black,0,va,45
23887,23887,10970,2011,chevrolet,tahoe police,2010,8 cylinders,2,171168.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,silver,9,va,45
23888,23888,7750,2006,chevrolet,uplander cargo van,2183,6 cylinders,1,21409.0,clean,0,automatic,0,fwd,1,mid-size,2,van,7,white,10,va,45
23889,23889,5970,2015,chevrolet,sonic lt,1877,4 cylinders,0,98110.0,clean,0,automatic,0,fwd,1,sub-compact,3,hatchback,3,red,8,va,45
23890,23890,10970,2016,chevrolet,malibu lt,1461,4 cylinders,0,80070.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,black,0,va,45
