,Country,first_seq,num_seqs,last_seq,variant
3637,Bulgaria,2020-09-30,49,2021-03-15,S.N439K
3638,Singapore,2020-10-05,3,2021-04-23,S.N439K
3639,Lithuania,2020-10-06,44,2021-03-13,S.N439K
3640,Ghana,2020-10-11,1,2020-10-11,S.N439K
3641,Japan,2020-10-17,7,2020-12-04,S.N439K
3642,Luxembourg,2020-10-19,79,2021-03-19,S.N439K
3643,Poland,2020-10-21,301,2021-05-31,S.N439K
3644,Liechtenstein,2020-10-23,29,2020-12-31,S.N439K
3645,Mauritius,2020-11-06,1,2020-11-06,S.N439K
3646,Serbia,2020-11-16,7,2021-03-08,S.N439K
3647,North Macedonia,2020-11-18,48,2021-04-26,S.N439K
3648,Turkey,2020-11-20,4,2021-03-08,S.N439K
3649,Bosnia and Herzegovina,2020-11-20,6,2021-03-03,S.N439K
3650,Hong Kong,2020-11-20,1,2020-11-20,S.N439K
3651,Portugal,2020-12-05,23,2021-04-05,S.N439K
3652,Philippines,2020-12-08,3,2021-02-18,S.N439K
3653,Mexico,2020-12-19,1,2020-12-19,S.N439K
3654,India,2020-12-22,6,2021-02-19,S.N439K
3655,Argentina,2020-12-22,1,2020-12-22,S.N439K
3656,Israel,2020-12-24,67,2021-02-02,S.N439K
3657,United Arab Emirates,2020-12-28,2,2021-01-02,S.N439K
3658,Ukraine,2020-12-29,1,2020-12-29,S.N439K
3659,Lebanon,2020-12-29,1,2020-12-29,S.N439K
3660,Kosovo,2021-01-04,3,2021-01-05,S.N439K
3661,Montenegro,2021-01-17,8,2021-01-21,S.N439K
3662,Sri Lanka,2021-01-18,2,2021-01-29,S.N439K
3663,Angola,2021-01-23,1,2021-01-23,S.N439K
3664,Latvia,2021-02-01,9,2021-04-12,S.N439K
3665,Thailand,2021-02-12,1,2021-02-12,S.N439K
3666,Georgia,2021-02-17,1,2021-02-17,S.N439K
3667,Papua New Guinea,2021-03-24,1,2021-03-24,S.N439K
3668,Russia,2021-04-10,1,2021-04-10,S.N439K
3669,Nigeria,2021-01-07,93,2021-08-04,20B.S.796H
3670,South Africa,2021-01-16,2,2021-04-16,20B.S.796H
3671,USA,2021-01-19,1992,2021-09-17,20B.S.796H
3672,Germany,2021-01-21,162,2021-06-22,20B.S.796H
3673,United Kingdom,2021-01-22,326,2021-09-24,20B.S.796H
3674,Togo,2021-01-25,34,2021-06-30,20B.S.796H
3675,Switzerland,2021-01-27,230,2021-08-17,20B.S.796H
3676,Japan,2021-01-29,6,2021-06-20,20B.S.796H
3677,Benin,2021-01-30,67,2021-07-19,20B.S.796H
3678,Philippines,2021-01-31,2,2021-02-09,20B.S.796H
3679,Norway,2021-01-31,32,2021-06-16,20B.S.796H
3680,Finland,2021-02-01,29,2021-06-24,20B.S.796H
3681,Cameroon,2021-02-03,3,2021-03-12,20B.S.796H
3682,Ghana,2021-02-03,174,2021-07-30,20B.S.796H
3683,Greece,2021-02-05,842,2021-08-05,20B.S.796H
3684,Ireland,2021-02-08,278,2021-08-14,20B.S.796H
3685,Denmark,2021-02-15,12,2021-08-11,20B.S.796H
3686,Canada,2021-02-16,177,2021-08-09,20B.S.796H
3687,France,2021-02-18,158,2021-08-19,20B.S.796H
3688,Guinea,2021-02-22,8,2021-06-09,20B.S.796H
3689,Belgium,2021-02-22,63,2021-08-26,20B.S.796H
3690,Italy,2021-02-22,67,2021-08-12,20B.S.796H
3691,Spain,2021-02-23,31,2021-07-25,20B.S.796H
3692,Uganda,2021-02-23,4,2021-04-16,20B.S.796H
3693,Bangladesh,2021-02-26,29,2021-06-29,20B.S.796H
3694,India,2021-02-26,15,2021-08-10,20B.S.796H
3695,Gabon,2021-03-03,39,2021-05-14,20B.S.796H
3696,Argentina,2021-03-05,11,2021-07-27,20B.S.796H
3697,Mauritius,2021-03-06,187,2021-08-11,20B.S.796H
3698,Lithuania,2021-03-06,3,2021-05-17,20B.S.796H
3699,Netherlands,2021-03-08,18,2021-07-14,20B.S.796H
3700,Gambia,2021-03-10,5,2021-07-11,20B.S.796H
3701,Turkey,2021-03-10,48,2021-08-05,20B.S.796H
3702,Poland,2021-03-10,3,2021-04-18,20B.S.796H
3703,Kenya,2021-03-12,1,2021-03-12,20B.S.796H
3704,Chile,2021-03-12,1,2021-03-12,20B.S.796H
3705,Portugal,2021-03-17,9,2021-07-22,20B.S.796H
3706,Senegal,2021-03-17,6,2021-06-07,20B.S.796H
3707,Luxembourg,2021-03-22,49,2021-07-13,20B.S.796H
3708,Sweden,2021-03-23,33,2021-07-12,20B.S.796H
3709,Singapore,2021-03-23,4,2021-04-28,20B.S.796H
3710,Australia,2021-03-26,11,2021-06-12,20B.S.796H
3711,Côte d'Ivoire,2021-03-26,8,2021-04-30,20B.S.796H
3712,Angola,2021-03-29,5,2021-07-11,20B.S.796H
3713,Slovenia,2021-03-30,18,2021-06-18,20B.S.796H
3714,Brazil,2021-04-04,13,2021-08-20,20B.S.796H
3715,Czech Republic,2021-04-07,11,2021-08-10,20B.S.796H
3716,Austria,2021-04-13,35,2021-08-09,20B.S.796H
3717,Latvia,2021-04-14,1,2021-04-14,20B.S.796H
3718,Guatemala,2021-04-16,1,2021-04-16,20B.S.796H
3719,Liechtenstein,2021-04-18,14,2021-05-18,20B.S.796H
3720,Mexico,2021-04-20,11,2021-07-28,20B.S.796H
3721,Burkina Faso,2021-04-21,1,2021-04-21,20B.S.796H
3722,Rwanda,2021-05-02,1,2021-05-02,20B.S.796H
3723,Croatia,2021-05-03,2,2021-07-08,20B.S.796H
3724,Liberia,2021-05-17,3,2021-05-20,20B.S.796H
3725,South Korea,2021-05-31,3,2021-07-21,20B.S.796H
3726,Bosnia and Herzegovina,2021-06-04,3,2021-06-10,20B.S.796H
3727,Ecuador,2021-06-04,2,2021-06-29,20B.S.796H
3728,Bulgaria,2021-06-06,1,2021-06-06,20B.S.796H
3729,Republic of the Congo,2021-06-19,1,2021-06-19,20B.S.796H
3730,Israel,2021-06-28,2,2021-07-11,20B.S.796H
3731,Romania,2021-07-02,1,2021-07-02,20B.S.796H
3732,Slovakia,2021-07-08,2,2021-07-09,20B.S.796H
3733,France,2020-01-23,1592,2021-11-22,S.H655
3734,China,2020-01-26,9,2021-06-15,S.H655
3735,South Korea,2020-02-21,25,2021-09-02,S.H655
3736,USA,2020-03-01,30378,2021-11-16,S.H655
3737,United Kingdom,2020-03-13,2648,2021-11-23,S.H655
3738,Brazil,2020-03-17,44743,2021-11-25,S.H655
3739,Taiwan,2020-03-19,7,2021-07-07,S.H655
3740,Israel,2020-03-24,82,2021-11-24,S.H655
3741,Portugal,2020-04-02,270,2021-11-27,S.H655
3742,Fiji,2020-04-03,1,2020-04-03,S.H655
3743,Australia,2020-04-09,35,2021-11-28,S.H655
3744,Belize,2020-04-09,23,2021-08-09,S.H655
3745,Romania,2020-04-09,28,2021-10-27,S.H655
3746,Denmark,2020-04-13,260,2021-11-24,S.H655
3747,Sweden,2020-04-13,621,2021-11-19,S.H655
3748,Guinea,2020-04-17,4,2021-04-27,S.H655
3749,Indonesia,2020-04-17,23,2021-09-02,S.H655
3750,Senegal,2020-04-20,5,2020-12-19,S.H655
3751,Turkey,2020-04-26,251,2021-11-02,S.H655
3752,Japan,2020-05-01,244,2021-11-10,S.H655
3753,Netherlands,2020-05-07,692,2021-11-26,S.H655
3754,India,2020-05-11,116,2021-11-21,S.H655
3755,Canada,2020-05-15,13193,2021-11-23,S.H655
3756,United Arab Emirates,2020-05-15,8,2021-02-01,S.H655
3757,Russia,2020-05-24,132,2021-10-24,S.H655
3758,Qatar,2020-05-26,7,2021-06-06,S.H655
3759,Iran,2020-06-01,3,2020-11-02,S.H655
3760,Mexico,2020-06-04,2845,2021-11-03,S.H655
3761,South Africa,2020-06-11,491,2021-11-25,S.H655
3762,Egypt,2020-06-29,23,2021-07-08,S.H655
3763,Panama,2020-07-02,47,2021-04-30,S.H655
3764,Peru,2020-07-09,2015,2021-11-05,S.H655
3765,Bangladesh,2020-07-12,3,2021-02-18,S.H655
3766,Argentina,2020-07-19,2500,2021-11-15,S.H655
3767,Italy,2020-07-21,2453,2021-11-28,S.H655
3768,Nigeria,2020-08-06,10,2021-08-25,S.H655
3769,Gambia,2020-08-21,6,2021-01-12,S.H655
3770,Armenia,2020-09-03,1,2020-09-03,S.H655
3771,Madagascar,2020-09-14,2,2021-01-21,S.H655
3772,Estonia,2020-09-23,11,2021-08-30,S.H655
3773,Sudan,2020-10-05,19,2021-07-03,S.H655
3774,Rwanda,2020-10-17,3,2020-12-17,S.H655
3775,Czech Republic,2020-11-04,33,2021-11-26,S.H655
3776,Ghana,2020-11-06,7,2021-05-01,S.H655
3777,Spain,2020-11-07,1258,2021-11-28,S.H655
3778,Switzerland,2020-11-10,391,2021-11-14,S.H655
3779,Kenya,2020-11-17,7,2021-07-26,S.H655
3780,Malawi,2020-11-25,1,2020-11-25,S.H655
3781,Lithuania,2020-12-03,15,2021-10-18,S.H655
3782,Burkina Faso,2020-12-03,20,2021-04-30,S.H655
3783,Philippines,2020-12-05,33,2021-08-16,S.H655
3784,Germany,2020-12-07,1333,2021-11-27,S.H655
3785,Ecuador,2020-12-10,286,2021-11-17,S.H655
3786,Poland,2020-12-15,60,2021-11-20,S.H655
3787,Colombia,2020-12-18,759,2021-10-16,S.H655
3788,Togo,2020-12-21,23,2021-03-09,S.H655
3789,Iceland,2020-12-23,20,2021-08-03,S.H655
3790,Niger,2020-12-24,2,2020-12-24,S.H655
3791,Venezuela,2021-01-01,17,2021-05-26,S.H655
3792,Jordan,2021-01-02,22,2021-05-16,S.H655
3793,Oman,2021-01-04,3,2021-03-01,S.H655
3794,Cameroon,2021-01-04,2,2021-01-21,S.H655
3795,Malaysia,2021-01-05,3,2021-08-10,S.H655
3796,Ireland,2021-01-07,50,2021-10-12,S.H655
3797,Slovenia,2021-01-08,63,2021-09-01,S.H655
3798,Chile,2021-01-08,4482,2021-10-26,S.H655
3799,Belgium,2021-01-11,2085,2021-11-25,S.H655
3800,Côte d'Ivoire,2021-01-19,25,2021-04-20,S.H655
3801,Angola,2021-01-20,5,2021-03-22,S.H655
3802,Costa Rica,2021-01-22,165,2021-09-24,S.H655
3803,Norway,2021-01-22,56,2021-10-07,S.H655
3804,Mali,2021-01-29,2,2021-04-05,S.H655
3805,Benin,2021-01-31,9,2021-02-03,S.H655
3806,Central African Republic,2021-02-01,2,2021-02-25,S.H655
3807,Luxembourg,2021-02-01,1056,2021-10-21,S.H655
3808,Tunisia,2021-02-02,7,2021-03-03,S.H655
3809,Bolivia,2021-02-07,23,2021-06-02,S.H655
3810,Saudi Arabia,2021-02-08,7,2021-07-21,S.H655
3811,Paraguay,2021-02-13,100,2021-08-14,S.H655
3812,Bahrain,2021-02-14,4,2021-07-24,S.H655
3813,Aruba,2021-02-15,123,2021-08-17,S.H655
3814,Suriname,2021-02-22,377,2021-09-14,S.H655
3815,Uruguay,2021-02-23,174,2021-04-15,S.H655
3816,Austria,2021-02-25,53,2021-11-28,S.H655
3817,Croatia,2021-02-26,16,2021-10-19,S.H655
3818,Finland,2021-03-02,50,2021-10-08,S.H655
3819,New Zealand,2021-03-06,8,2021-06-30,S.H655
3820,Gabon,2021-03-08,1,2021-03-08,S.H655
3821,Dominican Republic,2021-03-09,104,2021-10-15,S.H655
3822,Greece,2021-03-12,15,2021-06-17,S.H655
3823,Latvia,2021-03-15,13,2021-06-14,S.H655
3824,Slovakia,2021-04-01,5,2021-10-06,S.H655
3825,Singapore,2021-04-04,14,2021-10-10,S.H655
3826,Thailand,2021-04-05,5,2021-11-01,S.H655
3827,Palestine,2021-04-09,1,2021-04-09,S.H655
3828,Guatemala,2021-04-11,36,2021-08-03,S.H655
3829,Malta,2021-04-18,32,2021-06-22,S.H655
3830,Curacao,2021-04-24,14,2021-06-28,S.H655
3831,El Salvador,2021-05-01,1,2021-05-01,S.H655
3832,Trinidad and Tobago,2021-05-03,246,2021-10-20,S.H655
3833,Timor-Leste,2021-05-11,3,2021-06-16,S.H655
3834,Bulgaria,2021-05-12,1,2021-05-12,S.H655
3835,Haiti,2021-05-15,56,2021-08-07,S.H655
3836,Pakistan,2021-05-17,1,2021-05-17,S.H655
3837,Honduras,2021-05-19,2,2021-05-19,S.H655
3838,Algeria,2021-06-14,1,2021-06-14,S.H655
3839,Sri Lanka,2021-06-16,7,2021-09-16,S.H655
3840,Barbados,2021-06-18,4,2021-07-22,S.H655
3841,Mauritius,2021-06-24,1,2021-06-24,S.H655
3842,Eswatini,2021-06-27,7,2021-07-08,S.H655
3843,Bosnia and Herzegovina,2021-06-28,2,2021-06-28,S.H655
3844,Bonaire,2021-07-07,1,2021-07-07,S.H655
3845,Antigua and Barbuda,2021-07-22,3,2021-07-22,S.H655
3846,Bahamas,2021-07-22,1,2021-07-22,S.H655
3847,Sint Maarten,2021-07-22,1,2021-07-22,S.H655
3848,Zimbabwe,2021-07-26,1,2021-07-26,S.H655
3849,Montenegro,2021-07-27,3,2021-08-01,S.H655
3850,Botswana,2021-07-30,22,2021-11-23,S.H655
3851,Kosovo,2021-08-16,1,2021-08-16,S.H655
3852,Guyana,2021-09-07,2,2021-09-07,S.H655
3853,Saint Vincent and the Grenadines,2021-09-20,8,2021-09-27,S.H655
3854,Georgia,2021-10-18,1,2021-10-18,S.H655
3855,Liechtenstein,2021-10-24,2,2021-11-02,S.H655
3856,Hong Kong,2021-11-13,5,2021-11-26,S.H655
3857,Argentina,2020-11-08,951,2021-11-13,21G.Lambda
3858,Peru,2020-12-22,3921,2021-10-26,21G.Lambda
3859,USA,2021-01-20,1246,2021-09-06,21G.Lambda
3860,Chile,2021-01-20,1776,2021-11-06,21G.Lambda
3861,Germany,2021-02-01,103,2021-07-29,21G.Lambda
3862,Bolivia,2021-02-03,2,2021-06-02,21G.Lambda
3863,Canada,2021-02-15,24,2021-06-21,21G.Lambda
3864,United Kingdom,2021-02-23,8,2021-07-10,21G.Lambda
3865,Brazil,2021-02-23,20,2021-07-20,21G.Lambda
3866,Colombia,2021-03-13,97,2021-09-01,21G.Lambda
3867,Spain,2021-03-16,223,2021-08-27,21G.Lambda
3868,Ecuador,2021-03-23,301,2021-10-04,21G.Lambda
3869,Panama,2021-03-26,6,2021-04-29,21G.Lambda
3870,Australia,2021-04-03,1,2021-04-03,21G.Lambda
3871,Israel,2021-04-05,30,2021-06-24,21G.Lambda
3872,Venezuela,2021-04-05,2,2021-05-05,21G.Lambda
3873,France,2021-04-06,66,2021-10-12,21G.Lambda
3874,Portugal,2021-04-06,2,2021-06-10,21G.Lambda
3875,Mexico,2021-04-09,215,2021-08-18,21G.Lambda
3876,Denmark,2021-04-12,9,2021-08-11,21G.Lambda
3877,Uruguay,2021-04-15,1,2021-04-15,21G.Lambda
3878,Aruba,2021-04-24,2,2021-06-02,21G.Lambda
3879,El Salvador,2021-04-29,13,2021-08-02,21G.Lambda
3880,Switzerland,2021-05-04,34,2021-08-16,21G.Lambda
3881,Dominican Republic,2021-05-10,6,2021-07-26,21G.Lambda
3882,Italy,2021-05-18,13,2021-07-27,21G.Lambda
3883,Netherlands,2021-05-24,12,2021-07-11,21G.Lambda
3884,Saint Kitts and Nevis,2021-05-31,10,2021-06-06,21G.Lambda
3885,Belgium,2021-06-20,10,2021-07-30,21G.Lambda
3886,Costa Rica,2021-06-20,16,2021-09-01,21G.Lambda
3887,Poland,2021-06-27,1,2021-06-27,21G.Lambda
3888,Guatemala,2021-06-30,3,2021-07-31,21G.Lambda
3889,Sweden,2021-07-04,4,2021-08-13,21G.Lambda
3890,Ireland,2021-07-06,4,2021-07-21,21G.Lambda
3891,Norway,2021-07-07,1,2021-07-07,21G.Lambda
3892,Japan,2021-07-20,4,2021-09-06,21G.Lambda
3893,Sint Maarten,2021-08-30,2,2021-09-06,21G.Lambda
3894,Czech Republic,2021-08-30,1,2021-08-30,21G.Lambda
3895,France,2020-04-30,2322,2021-10-12,20A.EU1
3896,Germany,2020-06-04,9391,2021-10-19,20A.EU1
3897,Spain,2020-06-20,10120,2021-11-09,20A.EU1
3898,Netherlands,2020-06-20,4768,2021-05-18,20A.EU1
3899,Hong Kong,2020-07-01,23,2020-12-24,20A.EU1
3900,Belgium,2020-07-17,1244,2021-05-27,20A.EU1
3901,United Kingdom,2020-07-18,82129,2021-10-12,20A.EU1
3902,Switzerland,2020-07-22,5986,2021-07-12,20A.EU1
3903,Ireland,2020-07-23,1061,2021-05-05,20A.EU1
3904,Norway,2020-07-28,855,2021-07-12,20A.EU1
3905,Italy,2020-08-02,4840,2021-10-14,20A.EU1
3906,Denmark,2020-08-03,27336,2021-05-31,20A.EU1
3907,Iceland,2020-08-13,2863,2021-02-28,20A.EU1
3908,Sweden,2020-08-14,6971,2021-06-18,20A.EU1
3909,USA,2020-08-18,279,2021-04-26,20A.EU1
3910,Australia,2020-08-20,41,2021-03-07,20A.EU1
3911,Slovenia,2020-08-21,183,2021-04-26,20A.EU1
3912,Latvia,2020-08-22,1138,2021-07-06,20A.EU1
3913,Greece,2020-08-27,523,2021-05-10,20A.EU1
3914,Austria,2020-08-28,215,2021-08-09,20A.EU1
3915,Canada,2020-09-04,58,2021-03-31,20A.EU1
3916,Taiwan,2020-09-06,3,2021-02-10,20A.EU1
3917,Lithuania,2020-09-07,3010,2021-06-23,20A.EU1
3918,Estonia,2020-09-13,236,2021-05-08,20A.EU1
3919,Luxembourg,2020-09-14,955,2021-04-23,20A.EU1
3920,Tunisia,2020-09-15,21,2021-03-04,20A.EU1
3921,Cyprus,2020-09-16,9,2021-01-26,20A.EU1
3922,Finland,2020-09-20,668,2021-05-23,20A.EU1
3923,United Arab Emirates,2020-09-20,31,2021-02-06,20A.EU1
3924,New Zealand,2020-09-22,37,2021-01-04,20A.EU1
3925,Czech Republic,2020-09-24,22,2021-03-24,20A.EU1
3926,South Korea,2020-09-29,22,2020-12-12,20A.EU1
3927,Malaysia,2020-10-01,1,2020-10-01,20A.EU1
3928,Japan,2020-10-02,16,2021-01-12,20A.EU1
3929,Serbia,2020-10-02,10,2021-02-17,20A.EU1
3930,Thailand,2020-10-09,8,2021-01-30,20A.EU1
3931,Mauritius,2020-10-12,4,2020-11-26,20A.EU1
3932,Peru,2020-10-12,8,2021-02-28,20A.EU1
3933,Singapore,2020-10-14,12,2021-02-07,20A.EU1
3934,Cameroon,2020-10-26,2,2020-10-26,20A.EU1
3935,Solomon Islands,2020-10-30,4,2020-11-01,20A.EU1
3936,Bermuda,2020-10-31,4,2020-10-31,20A.EU1
3937,Romania,2020-10-31,98,2021-08-04,20A.EU1
3938,Portugal,2020-11-02,1398,2021-08-10,20A.EU1
3939,Croatia,2020-11-12,218,2021-04-23,20A.EU1
3940,Philippines,2020-11-19,5,2021-01-09,20A.EU1
3941,Equatorial Guinea,2020-11-24,2,2021-01-02,20A.EU1
3942,Nigeria,2020-11-25,1,2020-11-25,20A.EU1
3943,Poland,2020-11-25,138,2021-07-20,20A.EU1
3944,Slovakia,2020-11-30,8,2021-03-31,20A.EU1
3945,Israel,2020-12-03,175,2021-03-09,20A.EU1
3946,Bulgaria,2020-12-11,26,2021-03-25,20A.EU1
3947,Iraq,2020-12-14,3,2021-02-20,20A.EU1
3948,North Macedonia,2020-12-17,14,2021-03-12,20A.EU1
3949,Morocco,2020-12-17,7,2021-01-10,20A.EU1
3950,Kenya,2020-12-19,3,2020-12-28,20A.EU1
3951,Jamaica,2020-12-21,1,2020-12-21,20A.EU1
3952,Mexico,2020-12-22,1,2020-12-22,20A.EU1
3953,India,2020-12-22,16,2021-02-21,20A.EU1
3954,Vietnam,2020-12-24,1,2020-12-24,20A.EU1
3955,Senegal,2020-12-30,1,2020-12-30,20A.EU1
3956,Turkey,2020-12-30,57,2021-05-25,20A.EU1
3957,Ukraine,2020-12-30,1,2020-12-30,20A.EU1
3958,Suriname,2021-01-03,1,2021-01-03,20A.EU1
3959,Kosovo,2021-01-04,2,2021-01-05,20A.EU1
3960,Russia,2021-01-05,2,2021-02-26,20A.EU1
3961,Lebanon,2021-01-05,4,2021-01-12,20A.EU1
3962,Ghana,2021-01-06,5,2021-01-06,20A.EU1
3963,Uruguay,2021-01-08,10,2021-04-10,20A.EU1
3964,Guinea-Bissau,2021-01-11,1,2021-01-11,20A.EU1
3965,Brazil,2021-01-11,4,2021-02-02,20A.EU1
3966,Rwanda,2021-01-12,1,2021-01-12,20A.EU1
3967,Dominican Republic,2021-01-15,1,2021-01-15,20A.EU1
3968,Colombia,2021-01-17,1,2021-01-17,20A.EU1
3969,Guadeloupe,2021-01-19,7,2021-02-19,20A.EU1
3970,Aruba,2021-01-20,17,2021-02-25,20A.EU1
3971,Curacao,2021-01-20,5,2021-01-29,20A.EU1
3972,Angola,2021-01-20,4,2021-02-26,20A.EU1
3973,Monaco,2021-01-21,1,2021-01-21,20A.EU1
3974,Dominica,2021-01-22,2,2021-01-22,20A.EU1
3975,Bolivia,2021-01-28,1,2021-01-28,20A.EU1
3976,Bonaire,2021-02-13,3,2021-03-29,20A.EU1
3977,Kazakhstan,2021-02-26,1,2021-02-26,20A.EU1
3978,Bosnia and Herzegovina,2021-03-07,1,2021-03-07,20A.EU1
3979,Indonesia,2021-03-08,1,2021-03-08,20A.EU1
3980,Malta,2021-04-24,1,2021-04-24,20A.EU1
3981,Georgia,2021-05-12,1,2021-05-12,20A.EU1
3982,China,2019-10-22,110,2021-07-20,S.P681
3983,Niger,2020-01-01,3,2021-01-09,S.P681
3984,USA,2020-03-12,1289311,2021-11-23,S.P681
3985,United Kingdom,2020-03-16,1126632,2021-11-27,S.P681
3986,Netherlands,2020-03-27,59040,2021-11-26,S.P681
3987,Canada,2020-03-28,101411,2021-11-23,S.P681
3988,Spain,2020-03-28,55807,2021-11-28,S.P681
3989,Kenya,2020-04-07,2781,2021-11-12,S.P681
3990,Guinea,2020-04-10,97,2021-07-16,S.P681
3991,Japan,2020-04-21,117881,2021-11-14,S.P681
3992,United Arab Emirates,2020-04-22,461,2021-06-23,S.P681
3993,France,2020-04-27,101657,2021-11-22,S.P681
3994,Qatar,2020-05-05,1615,2021-09-24,S.P681
3995,India,2020-06-02,58916,2021-11-22,S.P681
3996,Brazil,2020-06-02,25292,2021-11-25,S.P681
3997,Sudan,2020-06-04,3,2021-03-28,S.P681
3998,Equatorial Guinea,2020-06-11,21,2021-08-30,S.P681
3999,Australia,2020-06-12,24081,2021-11-28,S.P681
4000,Cameroon,2020-06-12,243,2021-09-28,S.P681
4001,Peru,2020-06-17,3904,2021-11-07,S.P681
4002,Turkey,2020-06-21,55430,2021-11-17,S.P681
4003,South Korea,2020-06-26,9867,2021-11-01,S.P681
4004,Bangladesh,2020-06-28,1684,2021-10-31,S.P681
4005,Mexico,2020-06-29,30623,2021-11-17,S.P681
4006,Senegal,2020-07-09,175,2021-11-06,S.P681
4007,South Africa,2020-07-29,11548,2021-11-25,S.P681
4008,Bolivia,2020-08-03,19,2021-06-02,S.P681
4009,Nigeria,2020-08-03,2044,2021-10-11,S.P681
4010,Indonesia,2020-08-06,7289,2021-11-23,S.P681
4011,Ghana,2020-08-12,1203,2021-09-14,S.P681
4012,Germany,2020-08-18,224036,2021-11-27,S.P681
4013,Switzerland,2020-08-18,66037,2021-11-23,S.P681
4014,Chile,2020-08-30,7717,2021-11-23,S.P681
4015,Russia,2020-09-11,5987,2021-11-22,S.P681
4016,Finland,2020-09-24,16359,2021-10-24,S.P681
4017,Oman,2020-09-26,265,2021-09-05,S.P681
4018,Luxembourg,2020-09-26,11094,2021-11-14,S.P681
4019,Serbia,2020-09-28,137,2021-10-05,S.P681
4020,Latvia,2020-10-01,3277,2021-07-07,S.P681
4021,Italy,2020-10-05,55140,2021-11-28,S.P681
4022,Singapore,2020-10-06,8111,2021-11-24,S.P681
4023,Sweden,2020-10-08,111800,2021-11-22,S.P681
4024,Romania,2020-10-11,6193,2021-11-11,S.P681
4025,Rwanda,2020-10-17,442,2021-10-29,S.P681
4026,Slovenia,2020-10-17,21841,2021-10-20,S.P681
4027,Iceland,2020-10-18,4393,2021-08-30,S.P681
4028,Côte d'Ivoire,2020-10-19,56,2021-05-04,S.P681
4029,New Zealand,2020-10-19,3275,2021-11-23,S.P681
4030,Norway,2020-10-23,26893,2021-11-26,S.P681
4031,Denmark,2020-10-26,170802,2021-11-24,S.P681
4032,Uganda,2020-10-28,501,2021-08-12,S.P681
4033,Poland,2020-10-29,28474,2021-11-21,S.P681
4034,Greece,2020-10-31,9248,2021-11-18,S.P681
4035,Argentina,2020-11-03,1081,2021-11-16,S.P681
4036,Philippines,2020-11-03,6714,2021-08-31,S.P681
4037,Portugal,2020-11-09,17622,2021-11-28,S.P681
4038,Madagascar,2020-11-10,26,2021-04-20,S.P681
4039,Taiwan,2020-11-10,71,2021-09-09,S.P681
4040,Lithuania,2020-11-11,17891,2021-11-13,S.P681
4041,Pakistan,2020-11-14,1205,2021-11-16,S.P681
4042,Georgia,2020-11-14,450,2021-11-04,S.P681
4043,Kazakhstan,2020-11-14,276,2021-08-19,S.P681
4044,Hong Kong,2020-11-16,467,2021-11-26,S.P681
4045,Bermuda,2020-11-17,4,2020-11-17,S.P681
4046,Togo,2020-11-20,197,2021-07-31,S.P681
4047,Ukraine,2020-11-22,359,2021-10-31,S.P681
4048,Austria,2020-11-23,9143,2021-11-28,S.P681
4049,Djibouti,2020-11-23,154,2021-10-19,S.P681
4050,Ireland,2020-11-24,38256,2021-11-21,S.P681
4051,Malawi,2020-11-25,221,2021-09-24,S.P681
4052,Cambodia,2020-11-28,1631,2021-11-20,S.P681
4053,Timor-Leste,2020-11-29,327,2021-08-08,S.P681
4054,Palestine,2020-11-29,34,2021-04-09,S.P681
4055,Belgium,2020-11-30,55934,2021-11-27,S.P681
4056,Slovakia,2020-11-30,13270,2021-11-13,S.P681
4057,Zambia,2020-12-01,333,2021-09-08,S.P681
4058,Israel,2020-12-02,24361,2021-11-24,S.P681
4059,Burkina Faso,2020-12-03,27,2021-04-21,S.P681
4060,Angola,2020-12-07,397,2021-10-01,S.P681
4061,Haiti,2020-12-07,12,2021-08-03,S.P681
4062,Mongolia,2020-12-09,15,2021-09-23,S.P681
4063,Czech Republic,2020-12-10,14168,2021-11-26,S.P681
4064,Albania,2020-12-10,41,2021-07-29,S.P681
4065,Iran,2020-12-12,137,2021-09-03,S.P681
4066,Bulgaria,2020-12-13,7643,2021-10-28,S.P681
4067,Central African Republic,2020-12-15,32,2021-04-26,S.P681
4068,Jordan,2020-12-20,505,2021-11-21,S.P681
4069,Malaysia,2020-12-21,4414,2021-11-15,S.P681
4070,Lebanon,2020-12-21,881,2021-07-16,S.P681
4071,Thailand,2020-12-21,6484,2021-11-16,S.P681
4072,Zimbabwe,2020-12-22,150,2021-10-25,S.P681
4073,Mauritius,2020-12-23,342,2021-10-24,S.P681
4074,Maldives,2020-12-23,643,2021-11-12,S.P681
4075,Estonia,2020-12-23,5973,2021-11-03,S.P681
4076,Egypt,2020-12-25,179,2021-10-23,S.P681
4077,Bosnia and Herzegovina,2020-12-25,415,2021-10-29,S.P681
4078,Kuwait,2020-12-27,235,2021-10-18,S.P681
4079,Kosovo,2020-12-27,764,2021-10-21,S.P681
4080,Dominican Republic,2020-12-27,354,2021-10-20,S.P681
4081,Iraq,2020-12-27,108,2021-07-28,S.P681
4082,Belize,2020-12-27,149,2021-08-10,S.P681
4083,Mali,2020-12-27,6,2021-08-11,S.P681
4084,Gabon,2020-12-28,118,2021-09-30,S.P681
4085,Fiji,2020-12-28,515,2021-07-09,S.P681
4086,Cyprus,2020-12-28,13,2021-08-28,S.P681
4087,Colombia,2020-12-30,5176,2021-11-09,S.P681
4088,Costa Rica,2021-01-01,914,2021-11-05,S.P681
4089,Sri Lanka,2021-01-02,1504,2021-11-21,S.P681
