,Country,first_seq,num_seqs,last_seq,variant
3194,Japan,2020-09-10,18,2021-01-26,20A.EU2
3195,Tunisia,2020-09-13,21,2021-03-08,20A.EU2
3196,Greece,2020-09-14,24,2021-02-24,20A.EU2
3197,South Korea,2020-09-15,15,2021-07-23,20A.EU2
3198,Norway,2020-09-17,182,2021-07-12,20A.EU2
3199,Kenya,2020-09-17,4,2021-01-10,20A.EU2
3200,Estonia,2020-09-17,22,2021-02-22,20A.EU2
3201,New Zealand,2020-09-27,4,2020-11-26,20A.EU2
3202,Serbia,2020-09-29,11,2021-02-21,20A.EU2
3203,Ireland,2020-10-01,14,2021-01-26,20A.EU2
3204,Czech Republic,2020-10-03,40,2021-08-23,20A.EU2
3205,Thailand,2020-10-04,8,2020-11-25,20A.EU2
3206,Hong Kong,2020-10-11,12,2020-12-23,20A.EU2
3207,Mauritius,2020-10-23,5,2021-01-17,20A.EU2
3208,Bermuda,2020-10-29,8,2020-11-18,20A.EU2
3209,Singapore,2020-10-29,5,2021-03-18,20A.EU2
3210,Madagascar,2020-11-03,3,2021-01-11,20A.EU2
3211,Romania,2020-11-06,15,2021-02-03,20A.EU2
3212,Cambodia,2020-11-07,4,2020-11-09,20A.EU2
3213,Portugal,2020-11-08,325,2021-08-12,20A.EU2
3214,Croatia,2020-11-12,39,2021-04-23,20A.EU2
3215,Bulgaria,2020-11-16,55,2021-06-10,20A.EU2
3216,Cameroon,2020-11-17,1,2020-11-17,20A.EU2
3217,United Arab Emirates,2020-11-17,12,2021-02-03,20A.EU2
3218,Central African Republic,2020-11-24,1,2020-11-24,20A.EU2
3219,Cabo Verde,2020-11-25,5,2021-02-02,20A.EU2
3220,French Polynesia,2020-12-07,11,2021-01-14,20A.EU2
3221,Kosovo,2020-12-11,1,2020-12-11,20A.EU2
3222,Taiwan,2020-12-12,1,2020-12-12,20A.EU2
3223,Suriname,2020-12-13,5,2021-01-22,20A.EU2
3224,Israel,2020-12-15,24,2021-02-11,20A.EU2
3225,Morocco,2020-12-15,1,2020-12-15,20A.EU2
3226,Mozambique,2020-12-15,2,2020-12-26,20A.EU2
3227,Brazil,2020-12-16,3,2021-01-07,20A.EU2
3228,Nigeria,2020-12-20,1,2020-12-20,20A.EU2
3229,Turkey,2020-12-20,16,2021-07-15,20A.EU2
3230,India,2020-12-21,1,2020-12-21,20A.EU2
3231,Poland,2020-12-22,35,2021-05-06,20A.EU2
3232,North Macedonia,2020-12-24,4,2021-02-13,20A.EU2
3233,Philippines,2020-12-26,1,2020-12-26,20A.EU2
3234,Barbados,2020-12-30,1,2020-12-30,20A.EU2
3235,Guadeloupe,2021-01-11,19,2021-03-12,20A.EU2
3236,Bosnia and Herzegovina,2021-01-15,3,2021-02-25,20A.EU2
3237,Senegal,2021-01-16,1,2021-01-16,20A.EU2
3238,Montenegro,2021-01-18,1,2021-01-18,20A.EU2
3239,Djibouti,2021-01-20,1,2021-01-20,20A.EU2
3240,Albania,2021-01-21,1,2021-01-21,20A.EU2
3241,Angola,2021-01-23,3,2021-02-17,20A.EU2
3242,Curacao,2021-01-27,1,2021-01-27,20A.EU2
3243,Benin,2021-02-01,1,2021-02-01,20A.EU2
3244,Qatar,2021-02-07,2,2021-02-16,20A.EU2
3245,Monaco,2021-02-22,2,2021-02-22,20A.EU2
3246,Latvia,2021-03-16,3,2021-04-20,20A.EU2
3247,Ecuador,2021-04-03,75,2021-09-21,20A.EU2
3248,Panama,2021-04-29,1,2021-04-29,20A.EU2
3249,Republic of the Congo,2021-05-21,1,2021-05-21,20A.EU2
3250,Morocco,2020-02-02,2,2020-12-15,S.S477
3251,Australia,2020-03-19,10829,2021-11-28,S.S477
3252,Lebanon,2020-03-20,3,2021-02-10,S.S477
3253,France,2020-03-24,6445,2021-11-22,S.S477
3254,Colombia,2020-03-25,9,2021-08-19,S.S477
3255,Luxembourg,2020-03-26,1598,2021-08-05,S.S477
3256,USA,2020-03-28,19483,2021-11-20,S.S477
3257,United Kingdom,2020-04-01,4705,2021-11-24,S.S477
3258,Madagascar,2020-04-01,9,2021-02-01,S.S477
3259,Japan,2020-04-04,83,2021-09-22,S.S477
3260,Guinea,2020-04-10,4,2021-01-28,S.S477
3261,Canada,2020-04-14,3464,2021-11-23,S.S477
3262,Argentina,2020-05-09,25,2021-09-06,S.S477
3263,Sweden,2020-05-29,2074,2021-11-20,S.S477
3264,Denmark,2020-06-01,6396,2021-11-19,S.S477
3265,Mexico,2020-06-03,203,2021-11-14,S.S477
3266,Russia,2020-07-08,400,2021-09-08,S.S477
3267,Côte d'Ivoire,2020-07-17,6,2021-02-09,S.S477
3268,South Africa,2020-07-26,150,2021-11-25,S.S477
3269,Senegal,2020-07-28,14,2021-08-23,S.S477
3270,Belgium,2020-08-01,1388,2021-11-24,S.S477
3271,Brazil,2020-08-03,86,2021-11-25,S.S477
3272,India,2020-08-03,269,2021-11-13,S.S477
3273,Germany,2020-08-12,4668,2021-11-27,S.S477
3274,Indonesia,2020-08-13,11,2021-08-24,S.S477
3275,Switzerland,2020-08-14,6009,2021-11-18,S.S477
3276,Iceland,2020-08-17,42,2021-05-07,S.S477
3277,Slovenia,2020-08-18,1371,2021-10-20,S.S477
3278,Austria,2020-08-19,627,2021-11-28,S.S477
3279,South Korea,2020-08-23,421,2021-09-01,S.S477
3280,Netherlands,2020-08-25,1152,2021-11-26,S.S477
3281,Hungary,2020-08-27,201,2021-02-12,S.S477
3282,Italy,2020-09-01,672,2021-11-28,S.S477
3283,Singapore,2020-09-04,12,2021-04-12,S.S477
3284,Spain,2020-09-09,402,2021-11-28,S.S477
3285,Finland,2020-09-10,407,2021-09-19,S.S477
3286,Mozambique,2020-09-10,82,2021-02-12,S.S477
3287,Slovakia,2020-09-10,77,2021-11-01,S.S477
3288,Tunisia,2020-09-13,29,2021-03-08,S.S477
3289,Greece,2020-09-14,36,2021-09-19,S.S477
3290,Estonia,2020-09-17,52,2021-10-06,S.S477
3291,Kenya,2020-09-17,6,2021-01-10,S.S477
3292,Norway,2020-09-17,233,2021-10-04,S.S477
3293,New Zealand,2020-09-27,6,2021-02-21,S.S477
3294,Serbia,2020-09-29,13,2021-02-21,S.S477
3295,Ireland,2020-10-01,306,2021-11-19,S.S477
3296,Czech Republic,2020-10-03,96,2021-11-26,S.S477
3297,Thailand,2020-10-04,75,2021-11-07,S.S477
3298,Hong Kong,2020-10-11,26,2021-11-26,S.S477
3299,Mauritius,2020-10-23,6,2021-01-17,S.S477
3300,Iran,2020-10-24,71,2021-04-11,S.S477
3301,Bermuda,2020-10-29,8,2020-11-18,S.S477
3302,Ghana,2020-11-01,21,2021-05-31,S.S477
3303,Bangladesh,2020-11-02,11,2021-09-28,S.S477
3304,Burkina Faso,2020-11-02,2,2021-01-22,S.S477
3305,Belarus,2020-11-03,1,2020-11-03,S.S477
3306,Romania,2020-11-06,25,2021-09-14,S.S477
3307,Cambodia,2020-11-07,4,2020-11-09,S.S477
3308,Portugal,2020-11-08,388,2021-11-27,S.S477
3309,Croatia,2020-11-12,436,2021-11-12,S.S477
3310,Bulgaria,2020-11-16,69,2021-09-14,S.S477
3311,United Arab Emirates,2020-11-17,13,2021-02-03,S.S477
3312,Cameroon,2020-11-17,14,2021-09-17,S.S477
3313,Central African Republic,2020-11-24,22,2021-04-26,S.S477
3314,Philippines,2020-11-25,17,2021-07-23,S.S477
3315,Cabo Verde,2020-11-25,5,2021-02-02,S.S477
3316,French Polynesia,2020-12-07,11,2021-01-14,S.S477
3317,Kosovo,2020-12-11,2,2021-09-17,S.S477
3318,Taiwan,2020-12-12,2,2021-07-08,S.S477
3319,Suriname,2020-12-13,6,2021-06-22,S.S477
3320,Peru,2020-12-14,34,2021-07-20,S.S477
3321,Israel,2020-12-15,68,2021-11-22,S.S477
3322,Botswana,2020-12-18,21,2021-11-23,S.S477
3323,Turkey,2020-12-20,163,2021-11-17,S.S477
3324,Nigeria,2020-12-20,14,2021-08-02,S.S477
3325,Poland,2020-12-22,105,2021-11-11,S.S477
3326,North Macedonia,2020-12-24,4,2021-02-13,S.S477
3327,Egypt,2020-12-25,17,2021-02-12,S.S477
3328,Qatar,2020-12-29,6,2021-02-19,S.S477
3329,Ukraine,2020-12-29,12,2021-01-02,S.S477
3330,Barbados,2020-12-30,1,2020-12-30,S.S477
3331,Azerbaijan,2021-01-03,1,2021-01-03,S.S477
3332,Maldives,2021-01-07,2,2021-08-29,S.S477
3333,Guadeloupe,2021-01-11,19,2021-03-12,S.S477
3334,Dominican Republic,2021-01-15,12,2021-07-26,S.S477
3335,Bosnia and Herzegovina,2021-01-15,3,2021-02-25,S.S477
3336,Montenegro,2021-01-18,1,2021-01-18,S.S477
3337,Djibouti,2021-01-20,1,2021-01-20,S.S477
3338,Albania,2021-01-21,1,2021-01-21,S.S477
3339,Malawi,2021-01-21,3,2021-01-24,S.S477
3340,Algeria,2021-01-22,2,2021-03-17,S.S477
3341,Angola,2021-01-23,5,2021-03-30,S.S477
3342,Curacao,2021-01-27,1,2021-01-27,S.S477
3343,Aruba,2021-01-28,3,2021-04-25,S.S477
3344,Lithuania,2021-01-29,253,2021-11-10,S.S477
3345,Benin,2021-02-01,2,2021-05-25,S.S477
3346,Pakistan,2021-02-01,1,2021-02-01,S.S477
3347,Equatorial Guinea,2021-02-06,1,2021-02-06,S.S477
3348,Monaco,2021-02-22,2,2021-02-22,S.S477
3349,Sint Maarten,2021-02-22,3,2021-08-18,S.S477
3350,Gabon,2021-03-07,3,2021-05-08,S.S477
3351,Ecuador,2021-03-09,130,2021-11-17,S.S477
3352,Latvia,2021-03-16,6,2021-05-20,S.S477
3353,Liberia,2021-03-31,1,2021-03-31,S.S477
3354,Guatemala,2021-04-04,2,2021-09-27,S.S477
3355,Panama,2021-04-04,2,2021-04-29,S.S477
3356,Chile,2021-05-10,6,2021-11-04,S.S477
3357,Republic of the Congo,2021-05-14,56,2021-07-28,S.S477
3358,Jordan,2021-05-28,4,2021-11-21,S.S477
3359,Democratic Republic of the Congo,2021-06-03,2,2021-07-11,S.S477
3360,Liechtenstein,2021-08-10,3,2021-09-06,S.S477
3361,Nepal,2021-08-12,1,2021-08-12,S.S477
3362,Sri Lanka,2021-09-16,2,2021-11-08,S.S477
3363,Georgia,2021-10-15,3,2021-11-02,S.S477
3364,Bahrain,2021-11-06,1,2021-11-06,S.S477
3365,Thailand,2020-01-05,1993,2021-10-19,S.H69-
3366,Malaysia,2020-01-24,223,2021-10-29,S.H69-
3367,Germany,2020-02-15,103523,2021-11-27,S.H69-
3368,Slovenia,2020-03-07,15674,2021-08-26,S.H69-
3369,Italy,2020-03-15,25442,2021-11-28,S.H69-
3370,Turkey,2020-03-17,2559,2021-11-03,S.H69-
3371,Taiwan,2020-03-18,55,2021-07-28,S.H69-
3372,France,2020-03-23,33019,2021-11-22,S.H69-
3373,Sweden,2020-03-29,69934,2021-11-19,S.H69-
3374,Kenya,2020-04-07,932,2021-09-23,S.H69-
3375,USA,2020-04-17,234310,2021-11-19,S.H69-
3376,Russia,2020-04-19,381,2021-11-01,S.H69-
3377,United Kingdom,2020-04-20,265163,2021-11-23,S.H69-
3378,Saudi Arabia,2020-04-21,22,2021-09-06,S.H69-
3379,Madagascar,2020-04-24,29,2021-04-20,S.H69-
3380,Denmark,2020-04-28,69261,2021-11-20,S.H69-
3381,Australia,2020-05-12,645,2021-11-28,S.H69-
3382,Brazil,2020-05-18,1104,2021-11-25,S.H69-
3383,India,2020-05-20,3593,2021-11-06,S.H69-
3384,Togo,2020-05-23,105,2021-06-25,S.H69-
3385,Colombia,2020-06-03,291,2021-08-26,S.H69-
3386,Côte d'Ivoire,2020-06-10,78,2021-05-11,S.H69-
3387,South Africa,2020-07-02,420,2021-11-25,S.H69-
3388,Guinea,2020-07-06,53,2021-07-09,S.H69-
3389,Laos,2020-07-07,4,2020-07-10,S.H69-
3390,Mexico,2020-07-20,2032,2021-11-03,S.H69-
3391,Spain,2020-07-24,24485,2021-11-28,S.H69-
3392,China,2020-07-28,19,2021-06-06,S.H69-
3393,Switzerland,2020-08-01,22533,2021-11-05,S.H69-
3394,Slovakia,2020-08-11,1916,2021-11-05,S.H69-
3395,Burkina Faso,2020-08-12,31,2021-04-23,S.H69-
3396,Czech Republic,2020-08-14,4949,2021-11-26,S.H69-
3397,Iceland,2020-08-15,708,2021-07-29,S.H69-
3398,New Zealand,2020-08-24,149,2021-07-03,S.H69-
3399,Austria,2020-08-24,3716,2021-11-28,S.H69-
3400,Croatia,2020-08-24,4651,2021-08-27,S.H69-
3401,Uganda,2020-08-26,69,2021-06-15,S.H69-
3402,Canada,2020-08-30,33305,2021-11-23,S.H69-
3403,Hungary,2020-09-02,32,2021-02-26,S.H69-
3404,Norway,2020-09-09,14117,2021-10-08,S.H69-
3405,Estonia,2020-09-13,3367,2021-07-28,S.H69-
3406,South Korea,2020-09-20,1230,2021-10-24,S.H69-
3407,Cyprus,2020-09-23,83,2021-01-27,S.H69-
3408,Greece,2020-09-25,5632,2021-09-30,S.H69-
3409,Serbia,2020-09-28,85,2021-08-26,S.H69-
3410,Netherlands,2020-10-01,29897,2021-11-26,S.H69-
3411,United Arab Emirates,2020-10-01,384,2021-02-13,S.H69-
3412,Bangladesh,2020-10-07,136,2021-08-01,S.H69-
3413,Romania,2020-10-11,1749,2021-11-11,S.H69-
3414,Japan,2020-10-17,47912,2021-09-24,S.H69-
3415,Luxembourg,2020-10-19,5012,2021-07-28,S.H69-
3416,Poland,2020-10-21,14632,2021-11-21,S.H69-
3417,Liechtenstein,2020-10-23,49,2021-06-10,S.H69-
3418,Belgium,2020-10-27,21062,2021-11-24,S.H69-
3419,Ireland,2020-10-28,13879,2021-10-28,S.H69-
3420,Lithuania,2020-10-30,9484,2021-10-21,S.H69-
3421,Ghana,2020-10-30,481,2021-07-07,S.H69-
3422,Argentina,2020-11-04,346,2021-10-18,S.H69-
3423,Mauritius,2020-11-06,3,2021-02-01,S.H69-
3424,Portugal,2020-11-09,4735,2021-11-27,S.H69-
3425,Georgia,2020-11-14,102,2021-11-03,S.H69-
3426,Israel,2020-11-15,8231,2021-11-24,S.H69-
3427,Bosnia and Herzegovina,2020-11-20,87,2021-06-28,S.H69-
3428,Malawi,2020-11-25,4,2021-03-15,S.H69-
3429,Finland,2020-11-30,6976,2021-09-20,S.H69-
3430,Zambia,2020-12-01,6,2021-09-02,S.H69-
3431,Hong Kong,2020-12-07,71,2021-11-26,S.H69-
3432,Philippines,2020-12-07,2817,2021-08-28,S.H69-
3433,Singapore,2020-12-08,193,2021-07-10,S.H69-
3434,Albania,2020-12-10,28,2021-07-13,S.H69-
3435,Angola,2020-12-11,164,2021-07-19,S.H69-
3436,Senegal,2020-12-11,48,2021-06-10,S.H69-
3437,Lebanon,2020-12-12,799,2021-07-14,S.H69-
3438,Barbados,2020-12-12,46,2021-07-25,S.H69-
3439,Bulgaria,2020-12-13,3086,2021-09-30,S.H69-
3440,Nigeria,2020-12-14,826,2021-09-29,S.H69-
3441,Dominica,2020-12-16,5,2021-04-01,S.H69-
3442,Saint Lucia,2020-12-17,35,2021-07-26,S.H69-
3443,Jordan,2020-12-20,162,2021-11-01,S.H69-
3444,Jamaica,2020-12-21,207,2021-07-18,S.H69-
3445,Qatar,2020-12-22,216,2021-06-07,S.H69-
3446,Oman,2020-12-22,145,2021-07-06,S.H69-
3447,Chile,2020-12-22,362,2021-11-07,S.H69-
3448,Bermuda,2020-12-23,2,2021-01-05,S.H69-
3449,Pakistan,2020-12-25,446,2021-08-25,S.H69-
3450,Egypt,2020-12-25,24,2021-06-16,S.H69-
3451,Dominican Republic,2020-12-27,28,2021-05-21,S.H69-
3452,Iraq,2020-12-27,84,2021-07-06,S.H69-
3453,Fiji,2020-12-28,5,2021-04-22,S.H69-
3454,Gabon,2020-12-28,61,2021-09-30,S.H69-
3455,Rwanda,2020-12-28,17,2021-08-01,S.H69-
3456,Ukraine,2020-12-29,120,2021-09-16,S.H69-
3457,Peru,2020-12-31,191,2021-10-29,S.H69-
3458,Palestine,2020-12-31,1,2020-12-31,S.H69-
3459,North Macedonia,2021-01-01,354,2021-07-13,S.H69-
3460,Sri Lanka,2021-01-02,425,2021-09-16,S.H69-
3461,Guinea-Bissau,2021-01-04,32,2021-02-05,S.H69-
3462,Kosovo,2021-01-04,29,2021-07-29,S.H69-
3463,Indonesia,2021-01-05,106,2021-10-06,S.H69-
3464,Ecuador,2021-01-05,255,2021-09-12,S.H69-
3465,Gambia,2021-01-06,68,2021-05-20,S.H69-
3466,Vietnam,2021-01-08,11,2021-05-22,S.H69-
3467,Morocco,2021-01-08,92,2021-07-22,S.H69-
3468,Iran,2021-01-08,111,2021-07-19,S.H69-
3469,Mozambique,2021-01-09,4,2021-05-07,S.H69-
3470,Niger,2021-01-09,8,2021-04-01,S.H69-
3471,Trinidad and Tobago,2021-01-12,9,2021-05-04,S.H69-
3472,Latvia,2021-01-12,3224,2021-07-06,S.H69-
3473,Sierra Leone,2021-01-13,1,2021-01-13,S.H69-
3474,Montenegro,2021-01-17,62,2021-08-05,S.H69-
3475,Cabo Verde,2021-01-18,4,2021-02-03,S.H69-
3476,Central African Republic,2021-01-20,33,2021-04-26,S.H69-
3477,Aruba,2021-01-20,642,2021-07-16,S.H69-
3478,Kuwait,2021-01-21,34,2021-07-01,S.H69-
3479,Guadeloupe,2021-01-22,119,2021-08-30,S.H69-
3480,Curacao,2021-01-23,310,2021-07-14,S.H69-
3481,South Sudan,2021-01-23,45,2021-05-26,S.H69-
3482,Cameroon,2021-01-26,35,2021-09-17,S.H69-
3483,Moldova,2021-01-27,25,2021-06-24,S.H69-
3484,Democratic Republic of the Congo,2021-01-28,16,2021-07-11,S.H69-
3485,Belize,2021-01-29,27,2021-08-08,S.H69-
3486,Benin,2021-01-30,109,2021-07-01,S.H69-
3487,Azerbaijan,2021-02-01,3,2021-02-07,S.H69-
3488,Cambodia,2021-02-03,809,2021-10-30,S.H69-
3489,Monaco,2021-02-04,3,2021-04-17,S.H69-
3490,Bonaire,2021-02-06,161,2021-07-16,S.H69-
3491,Equatorial Guinea,2021-02-06,3,2021-02-09,S.H69-
3492,Sint Maarten,2021-02-12,432,2021-09-13,S.H69-
3493,Djibouti,2021-02-12,79,2021-05-20,S.H69-
3494,Antigua and Barbuda,2021-02-14,19,2021-07-25,S.H69-
3495,Bahrain,2021-02-14,87,2021-11-06,S.H69-
3496,Ethiopia,2021-02-17,27,2021-06-10,S.H69-
3497,Libya,2021-02-18,12,2021-06-07,S.H69-
3498,Suriname,2021-02-18,46,2021-08-09,S.H69-
3499,Tunisia,2021-02-20,9,2021-05-20,S.H69-
3500,Costa Rica,2021-02-22,109,2021-06-29,S.H69-
3501,Belarus,2021-02-23,5,2021-03-25,S.H69-
3502,Republic of the Congo,2021-02-25,84,2021-07-28,S.H69-
3503,Paraguay,2021-02-28,8,2021-08-07,S.H69-
3504,Venezuela,2021-02-28,9,2021-07-03,S.H69-
3505,Somalia,2021-02-28,6,2021-03-05,S.H69-
3506,Kazakhstan,2021-03-02,183,2021-08-17,S.H69-
3507,Sudan,2021-03-04,24,2021-03-28,S.H69-
3508,Guatemala,2021-03-11,18,2021-07-31,S.H69-
3509,Grenada,2021-03-12,3,2021-06-24,S.H69-
3510,Armenia,2021-03-18,16,2021-07-06,S.H69-
3511,Bahamas,2021-03-18,59,2021-08-07,S.H69-
3512,Mali,2021-03-20,31,2021-08-30,S.H69-
3513,Afghanistan,2021-03-21,53,2021-05-29,S.H69-
3514,Malta,2021-03-25,127,2021-07-08,S.H69-
3515,Panama,2021-03-25,31,2021-04-30,S.H69-
3516,Liberia,2021-04-04,4,2021-05-20,S.H69-
3517,Algeria,2021-04-12,14,2021-07-28,S.H69-
3518,Nepal,2021-04-14,1,2021-04-14,S.H69-
3519,Honduras,2021-04-23,4,2021-06-15,S.H69-
3520,Papua New Guinea,2021-04-30,2,2021-05-02,S.H69-
3521,El Salvador,2021-05-02,8,2021-08-02,S.H69-
3522,Seychelles,2021-05-15,13,2021-09-21,S.H69-
3523,Haiti,2021-05-19,1,2021-05-19,S.H69-
3524,Burundi,2021-05-27,1,2021-05-27,S.H69-
3525,Andorra,2021-06-07,7,2021-07-02,S.H69-
3526,Uzbekistan,2021-06-25,5,2021-06-25,S.H69-
3527,Botswana,2021-11-11,5,2021-11-21,S.H69-
3528,USA,2020-11-04,91,2021-04-28,S.Q677R.Roadrunner
3529,Brazil,2020-10-26,44868,2021-11-03,20J.Gamma.V3
3530,Peru,2020-12-17,1957,2021-11-05,20J.Gamma.V3
3531,Venezuela,2021-01-01,17,2021-05-26,20J.Gamma.V3
3532,Japan,2021-01-02,120,2021-10-05,20J.Gamma.V3
3533,Colombia,2021-01-04,777,2021-10-16,20J.Gamma.V3
3534,Italy,2021-01-04,2379,2021-10-17,20J.Gamma.V3
3535,Chile,2021-01-08,4338,2021-10-26,20J.Gamma.V3
3536,USA,2021-01-09,28539,2021-10-23,20J.Gamma.V3
3537,South Korea,2021-01-10,15,2021-08-20,20J.Gamma.V3
3538,Denmark,2021-01-12,66,2021-07-30,20J.Gamma.V3
3539,Guyana,2021-01-18,3,2021-09-07,20J.Gamma.V3
3540,France,2021-01-22,1095,2021-09-27,20J.Gamma.V3
3541,Argentina,2021-01-24,2506,2021-11-15,20J.Gamma.V3
3542,Netherlands,2021-01-25,581,2021-08-24,20J.Gamma.V3
3543,Sweden,2021-01-27,182,2021-09-02,20J.Gamma.V3
3544,Switzerland,2021-01-27,261,2021-08-16,20J.Gamma.V3
3545,Mexico,2021-01-28,2711,2021-10-01,20J.Gamma.V3
3546,Turkey,2021-01-28,144,2021-08-10,20J.Gamma.V3
3547,Taiwan,2021-01-28,6,2021-07-07,20J.Gamma.V3
3548,Spain,2021-01-29,1152,2021-09-19,20J.Gamma.V3
3549,Belgium,2021-01-29,2040,2021-09-08,20J.Gamma.V3
3550,Finland,2021-02-01,19,2021-08-12,20J.Gamma.V3
3551,Luxembourg,2021-02-02,1049,2021-08-12,20J.Gamma.V3
3552,Ireland,2021-02-02,33,2021-09-04,20J.Gamma.V3
3553,United Kingdom,2021-02-04,223,2021-10-28,20J.Gamma.V3
3554,Germany,2021-02-04,856,2021-09-22,20J.Gamma.V3
3555,Bolivia,2021-02-07,23,2021-06-02,20J.Gamma.V3
3556,Canada,2021-02-08,13158,2021-10-27,20J.Gamma.V3
3557,Portugal,2021-02-09,204,2021-09-19,20J.Gamma.V3
3558,Paraguay,2021-02-13,104,2021-08-14,20J.Gamma.V3
3559,Aruba,2021-02-15,123,2021-08-17,20J.Gamma.V3
3560,Bangladesh,2021-02-18,1,2021-02-18,20J.Gamma.V3
3561,Philippines,2021-02-21,3,2021-06-12,20J.Gamma.V3
3562,Suriname,2021-02-22,377,2021-09-14,20J.Gamma.V3
3563,Uruguay,2021-02-23,174,2021-04-15,20J.Gamma.V3
3564,Norway,2021-02-24,12,2021-08-02,20J.Gamma.V3
3565,Romania,2021-02-25,17,2021-06-16,20J.Gamma.V3
3566,Slovenia,2021-02-27,10,2021-07-06,20J.Gamma.V3
3567,Jordan,2021-03-01,11,2021-05-16,20J.Gamma.V3
3568,Australia,2021-03-01,8,2021-04-25,20J.Gamma.V3
3569,Costa Rica,2021-03-03,160,2021-09-24,20J.Gamma.V3
3570,New Zealand,2021-03-06,7,2021-05-31,20J.Gamma.V3
3571,Panama,2021-03-11,29,2021-04-30,20J.Gamma.V3
3572,Dominican Republic,2021-03-11,57,2021-10-15,20J.Gamma.V3
3573,Iceland,2021-03-20,17,2021-07-07,20J.Gamma.V3
3574,Angola,2021-03-22,1,2021-03-22,20J.Gamma.V3
3575,India,2021-03-24,4,2021-08-11,20J.Gamma.V3
3576,Ecuador,2021-03-31,298,2021-11-17,20J.Gamma.V3
3577,Latvia,2021-04-01,2,2021-06-14,20J.Gamma.V3
3578,Singapore,2021-04-04,8,2021-06-11,20J.Gamma.V3
3579,Thailand,2021-04-05,1,2021-04-05,20J.Gamma.V3
3580,Trinidad and Tobago,2021-04-08,476,2021-10-20,20J.Gamma.V3
3581,Poland,2021-04-09,26,2021-08-04,20J.Gamma.V3
3582,Guatemala,2021-04-11,34,2021-08-03,20J.Gamma.V3
3583,Israel,2021-04-11,26,2021-09-13,20J.Gamma.V3
3584,Lithuania,2021-04-13,7,2021-08-06,20J.Gamma.V3
3585,Austria,2021-04-15,34,2021-09-05,20J.Gamma.V3
3586,Croatia,2021-04-16,7,2021-07-29,20J.Gamma.V3
3587,China,2021-04-17,2,2021-04-17,20J.Gamma.V3
3588,Malta,2021-04-18,32,2021-06-22,20J.Gamma.V3
3589,Czech Republic,2021-04-21,20,2021-06-22,20J.Gamma.V3
3590,Curacao,2021-04-24,14,2021-06-28,20J.Gamma.V3
3591,Ghana,2021-05-01,1,2021-05-01,20J.Gamma.V3
3592,El Salvador,2021-05-01,1,2021-05-01,20J.Gamma.V3
3593,Belize,2021-05-07,22,2021-08-09,20J.Gamma.V3
3594,Russia,2021-05-08,1,2021-05-08,20J.Gamma.V3
3595,Greece,2021-05-14,1,2021-05-14,20J.Gamma.V3
3596,Haiti,2021-05-15,56,2021-08-07,20J.Gamma.V3
3597,Pakistan,2021-05-17,1,2021-05-17,20J.Gamma.V3
3598,Honduras,2021-05-19,2,2021-05-19,20J.Gamma.V3
3599,Barbados,2021-05-22,5,2021-07-22,20J.Gamma.V3
3600,Bosnia and Herzegovina,2021-06-28,2,2021-07-05,20J.Gamma.V3
3601,Bonaire,2021-07-07,1,2021-07-07,20J.Gamma.V3
3602,Bahamas,2021-07-22,1,2021-07-22,20J.Gamma.V3
3603,Antigua and Barbuda,2021-07-22,3,2021-07-22,20J.Gamma.V3
3604,Sint Maarten,2021-07-22,1,2021-07-22,20J.Gamma.V3
3605,Bahrain,2021-07-24,1,2021-07-24,20J.Gamma.V3
3606,Montenegro,2021-07-27,3,2021-08-01,20J.Gamma.V3
3607,Saint Vincent and the Grenadines,2021-09-20,8,2021-09-27,20J.Gamma.V3
3608,Romania,2020-04-03,653,2021-06-01,S.N439K
3609,Germany,2020-05-19,3212,2021-07-08,S.N439K
3610,Norway,2020-06-23,288,2021-07-12,S.N439K
3611,United Kingdom,2020-07-03,3783,2021-06-26,S.N439K
3612,Netherlands,2020-07-12,453,2021-06-25,S.N439K
3613,Ireland,2020-07-18,268,2021-03-22,S.N439K
3614,Italy,2020-07-23,1018,2021-10-06,S.N439K
3615,Belgium,2020-07-24,275,2021-04-24,S.N439K
3616,Slovenia,2020-07-31,7720,2021-08-26,S.N439K
3617,Switzerland,2020-08-01,1319,2021-05-26,S.N439K
3618,France,2020-08-09,306,2021-04-14,S.N439K
3619,Denmark,2020-08-10,5454,2021-09-22,S.N439K
3620,Iceland,2020-08-11,162,2021-04-05,S.N439K
3621,Slovakia,2020-08-11,118,2021-10-07,S.N439K
3622,Czech Republic,2020-08-14,589,2021-08-02,S.N439K
3623,Sweden,2020-08-24,1826,2021-05-05,S.N439K
3624,Croatia,2020-08-24,450,2021-06-14,S.N439K
3625,New Zealand,2020-08-24,1,2020-08-24,S.N439K
3626,Austria,2020-08-29,414,2021-04-27,S.N439K
3627,Canada,2020-08-30,21,2021-03-01,S.N439K
3628,Spain,2020-09-02,230,2021-05-07,S.N439K
3629,Hungary,2020-09-02,9,2021-02-23,S.N439K
3630,Australia,2020-09-08,15,2021-03-20,S.N439K
3631,Estonia,2020-09-13,160,2021-04-16,S.N439K
3632,USA,2020-09-19,86,2021-10-25,S.N439K
3633,South Korea,2020-09-20,5,2020-11-03,S.N439K
3634,Cyprus,2020-09-23,73,2021-01-27,S.N439K
3635,Greece,2020-09-25,66,2021-03-27,S.N439K
3636,Finland,2020-09-28,395,2021-04-07,S.N439K
